partner_id,partner_name,partner_type,industry_vertical,partner_size,partner_status,country,state,city,region,integration_type,sales_channel,risk_tier,kyc_status,pci_level,onboarding_date,relationship_manager_region,synthetic_record_flag
P004611,RedRock Processing 4611,Technology Platform,Logistics,Mid-Market,Dormant,US,TX,Dallas,South,Batch File,Direct,Low,Pending Review,Level 2,2023-03-06,South,1
P004612,Sunrise Connect 4612,Technology Platform,Travel,SMB,Active,US,AZ,Tempe,West,API,Alliance,High,Pending Review,Level 4,2024-09-29,West,1
P004613,Keystone Platform 4613,ISV,Hospitality,Mid-Market,Active,US,FL,Tampa,South,SDK,Direct,Low,Approved,Level 1,2019-02-01,South,1
P004614,Evergreen Commerce 4614,ISO/Reseller,Healthcare,SMB,Pilot,US,CA,San Diego,West,Hosted Checkout,Alliance,Low,Approved,Level 1,2017-06-13,West,1
P004615,BluePeak Checkout 4615,Merchant Acquirer,Logistics,Mid-Market,Active,US,TX,Austin,South,Batch File,Direct,Low,Approved,Level 1,2024-10-15,South,1
P004616,Copper Commerce 4616,ISO/Reseller,Hospitality,Mid-Market,Active,US,TX,Austin,South,API,Alliance,High,Approved,Level 2,2021-06-05,South,1
P004617,Granite Market 4617,ISO/Reseller,Retail,Strategic,Terminated,US,PA,Pittsburgh,Northeast,API,Direct,Low,Approved,Level 2,2023-07-28,Northeast,1
P004618,Summit PayTech 4618,ISV,Retail,Mid-Market,Active,US,NJ,Trenton,Northeast,API,Direct,Medium,Approved,Level 2,2022-09-23,Northeast,1
P004619,Brightpath Connect 4619,Marketplace,Utilities,Mid-Market,Active,US,TX,Austin,South,Hosted Checkout,Alliance,Low,Approved,Level 1,2024-01-18,South,1
P004620,Cedar Checkout 4620,ISO/Reseller,SaaS,SMB,Active,US,NJ,Princeton,Northeast,Hosted Checkout,Referral,Medium,Approved,Level 1,2020-11-16,Northeast,1
P004621,Granite PayTech 4621,Technology Platform,Logistics,Mid-Market,Pilot,US,NJ,Jersey City,Northeast,Hosted Checkout,Alliance,Low,Approved,Level 2,2020-11-28,Northeast,1
P004622,Skyline Commerce 4622,ISV,Healthcare,SMB,Active,US,OH,Columbus,Midwest,API,Direct,Low,Approved,Level 3,2022-09-28,Midwest,1
P004623,Oakstone Gateway 4623,ISO/Reseller,Retail,Strategic,Active,US,CA,Los Angeles,West,API,Alliance,High,Approved,Level 2,2022-10-24,West,1
P004624,Skyline Connect 4624,Technology Platform,Travel,Enterprise,Active,US,WA,Bellevue,West,API,Referral,High,Approved,Level 2,2021-03-13,West,1
P004625,RedRock PayWorks 4625,ISO/Reseller,Healthcare,Enterprise,Active,US,VA,Richmond,South,API,Alliance,Medium,Approved,Level 4,2021-10-30,South,1
P004626,BluePeak PayTech 4626,Gateway,Logistics,SMB,Active,US,WA,Seattle,West,API,Direct,Low,Expired,Level 1,2024-11-16,West,1
P004627,Silverline Platform 4627,Technology Platform,Logistics,Mid-Market,Active,US,TX,San Antonio,South,API,Direct,Medium,Approved,Level 3,2018-10-26,South,1
P004628,Summit Checkout 4628,ISO/Reseller,Hospitality,SMB,Active,US,FL,Miami,South,SFTP,Direct,Medium,Expired,Level 4,2023-06-23,South,1
P004629,Keystone PayTech 4629,Financial Institution,Hospitality,Enterprise,Active,US,NC,Durham,South,SDK,Direct,Low,Approved,Level 4,2019-07-31,South,1
P004630,BluePeak Financial 4630,ISV,Education,Mid-Market,Active,US,FL,Miami,South,API,Alliance,Low,Approved,Level 3,2018-07-31,South,1
P004631,Keystone Platform 4631,ISO/Reseller,Retail,Mid-Market,Pilot,US,CA,San Francisco,West,SFTP,Direct,Low,Expired,Level 2,2020-02-28,West,1
P004632,Brightpath Connect 4632,Marketplace,SaaS,Mid-Market,Active,US,TX,San Antonio,South,Direct Processor,Direct,Medium,Approved,Level 3,2017-09-26,South,1
P004633,Oakstone Billing 4633,Gateway,Healthcare,Enterprise,Active,US,PA,Harrisburg,Northeast,SFTP,Direct,Low,Approved,Level 3,2024-11-01,Northeast,1
P004634,Skyline Billing 4634,ISV,Healthcare,SMB,Active,US,NJ,Princeton,Northeast,Hosted Checkout,Partner-sourced,Low,Approved,Level 1,2020-09-19,Northeast,1
P004635,Granite Market 4635,ISO/Reseller,SaaS,SMB,Active,US,CA,Sacramento,West,Hosted Checkout,Direct,Low,Approved,Level 3,2019-09-24,West,1
P004636,Sunrise Merchant Services 4636,Financial Institution,Logistics,Mid-Market,Active,US,VA,Norfolk,South,Batch File,Alliance,Low,Approved,Level 2,2018-07-06,South,1
P004637,Ironwood Solutions 4637,Gateway,Utilities,SMB,Active,US,TX,San Antonio,South,SFTP,Direct,High,Pending Review,Level 1,2019-07-10,South,1
P004638,Clearwater Commerce 4638,ISO/Reseller,Hospitality,Mid-Market,Dormant,US,WA,Tacoma,West,SDK,Referral,Low,Expired,Level 4,2023-10-25,West,1
P004639,Skyline Merchant Services 4639,ISV,Utilities,Mid-Market,Active,US,OH,Dayton,Midwest,SDK,Direct,Medium,Approved,Level 2,2024-07-27,Midwest,1
P004640,Riverbend Checkout 4640,Marketplace,Retail,SMB,Active,US,PA,Philadelphia,Northeast,SFTP,Alliance,Low,Approved,Level 2,2023-06-17,Northeast,1
P004641,Copper Checkout 4641,Merchant Acquirer,Utilities,SMB,Active,US,VA,Richmond,South,Batch File,Direct,Medium,Approved,Level 2,2020-04-16,South,1
P004642,Riverbend Checkout 4642,Financial Institution,Hospitality,Strategic,Active,US,TX,Houston,South,Direct Processor,Partner-sourced,Low,Approved,Level 3,2022-06-21,South,1
P004643,Harbor Market 4643,Financial Institution,Education,SMB,Active,US,NJ,Newark,Northeast,SFTP,Referral,Low,Approved,Level 4,2024-06-24,Northeast,1
P004644,Keystone Market 4644,Gateway,Utilities,SMB,Active,US,CA,San Jose,West,Hosted Checkout,Direct,Low,Approved,Level 2,2020-01-05,West,1
P004645,Maple Billing 4645,Merchant Acquirer,Healthcare,SMB,Active,US,CO,Colorado Springs,West,API,Referral,Low,Approved,Level 1,2022-04-24,West,1
P004646,Summit PayWorks 4646,ISV,Logistics,Strategic,Active,US,OH,Columbus,Midwest,API,Alliance,Medium,Approved,Level 2,2021-03-20,Midwest,1
P004647,RedRock Processing 4647,ISV,Professional Services,Enterprise,Active,US,WA,Tacoma,West,SDK,Partner-sourced,Medium,Pending Review,Level 2,2021-11-07,West,1
P004648,Clearwater Market 4648,Marketplace,Utilities,SMB,Active,US,TX,Houston,South,SFTP,Direct,Low,Approved,Level 1,2019-06-07,South,1
P004649,Harbor Connect 4649,Technology Platform,SaaS,Mid-Market,Pilot,US,NJ,Jersey City,Northeast,API,Alliance,Low,Approved,Level 3,2023-02-05,Northeast,1
P004650,Granite Platform 4650,Technology Platform,Retail,SMB,Active,US,CA,San Diego,West,SFTP,Direct,Low,Approved,Level 3,2024-06-25,West,1
P004651,Ironwood Merchant Services 4651,ISO/Reseller,Nonprofit,Mid-Market,Pilot,US,AZ,Phoenix,West,SFTP,Partner-sourced,Medium,Approved,Level 3,2020-01-14,West,1
P004652,Maple Processing 4652,Gateway,Retail,Strategic,Pilot,US,CO,Colorado Springs,West,API,Direct,Medium,Approved,Level 2,2019-09-16,West,1
P004653,Copper Market 4653,ISO/Reseller,Fintech,Mid-Market,Active,US,FL,Miami,South,API,Direct,Medium,Approved,Level 4,2020-12-23,South,1
P004654,Prairie Market 4654,Financial Institution,Travel,Mid-Market,Dormant,US,MA,Cambridge,Northeast,SDK,Alliance,High,Approved,Level 3,2018-08-25,Northeast,1
P004655,Brightpath Commerce 4655,ISO/Reseller,Fintech,SMB,Active,US,NY,New York,Northeast,Direct Processor,Direct,Medium,Approved,Level 3,2019-10-13,Northeast,1
P004656,Brightpath Platform 4656,Technology Platform,Education,Mid-Market,Active,US,CA,Los Angeles,West,SDK,Direct,Low,Approved,Level 2,2024-06-28,West,1
P004657,Copper Solutions 4657,ISV,Logistics,SMB,Suspended,US,MA,Cambridge,Northeast,API,Alliance,Low,Approved,Level 1,2020-10-11,Northeast,1
P004658,Maple Gateway 4658,Financial Institution,Hospitality,SMB,Active,US,IL,Peoria,Midwest,API,Direct,Low,Approved,Level 1,2019-10-15,Midwest,1
P004659,Silverline Market 4659,Marketplace,Travel,SMB,Active,US,CA,San Diego,West,API,Alliance,High,Pending Review,Level 4,2019-10-11,West,1
P004660,Cedar PayTech 4660,Gateway,SaaS,Enterprise,Active,US,CO,Denver,West,API,Direct,Medium,Approved,Level 1,2023-08-05,West,1
P004661,BluePeak Processing 4661,Technology Platform,Fintech,Mid-Market,Active,US,FL,Fort Lauderdale,South,API,Referral,Low,Approved,Level 3,2017-06-02,South,1
P004662,Prairie Checkout 4662,Marketplace,Education,Enterprise,Active,US,GA,Savannah,South,Hosted Checkout,Direct,Low,Approved,Level 2,2020-08-08,South,1
P004663,Riverbend Billing 4663,Technology Platform,SaaS,Enterprise,Active,US,FL,Orlando,South,Batch File,Direct,Low,Approved,Level 4,2023-06-23,South,1
P004664,Skyline Connect 4664,Marketplace,Nonprofit,Mid-Market,Active,US,MA,Boston,Northeast,API,Direct,Low,Approved,Level 2,2020-05-02,Northeast,1
P004665,Evergreen PayWorks 4665,Merchant Acquirer,Retail,SMB,Active,US,MA,Springfield,Northeast,SDK,Partner-sourced,Low,Approved,Level 4,2024-11-11,Northeast,1
P004666,Oakstone PayTech 4666,Merchant Acquirer,Nonprofit,Enterprise,Active,US,CO,Aurora,West,Direct Processor,Referral,Low,Approved,Level 4,2019-01-03,West,1
P004667,Clearwater PayWorks 4667,ISO/Reseller,Professional Services,Mid-Market,Active,US,CA,Los Angeles,West,API,Referral,Low,Approved,Level 3,2018-03-24,West,1
P004668,Cedar Merchant Services 4668,ISO/Reseller,Healthcare,SMB,Active,US,MA,Boston,Northeast,SDK,Referral,Low,Expired,Level 2,2023-09-20,Northeast,1
P004669,Sunrise Gateway 4669,Marketplace,Education,SMB,Active,US,WA,Tacoma,West,API,Referral,Medium,Approved,Level 3,2020-07-15,West,1
P004670,Skyline PayTech 4670,Marketplace,Fintech,Mid-Market,Pilot,US,WA,Tacoma,West,Hosted Checkout,Referral,Low,Approved,Level 4,2020-08-07,West,1
P004671,BluePeak Financial 4671,Merchant Acquirer,Gaming,Mid-Market,Dormant,US,NY,Albany,Northeast,API,Referral,Low,Approved,Level 1,2019-09-10,Northeast,1
P004672,Riverbend Financial 4672,ISV,Utilities,Mid-Market,Active,US,NJ,Princeton,Northeast,SFTP,Direct,Low,Approved,Level 3,2025-04-12,Northeast,1
P004673,BluePeak Commerce 4673,ISO/Reseller,SaaS,Mid-Market,Active,US,CO,Denver,West,Batch File,Partner-sourced,Low,Approved,Level 4,2020-08-29,West,1
P004674,Oakstone PayWorks 4674,ISO/Reseller,Logistics,SMB,Active,US,CA,Sacramento,West,API,Referral,Low,Approved,Level 4,2024-05-28,West,1
P004675,BluePeak Connect 4675,Merchant Acquirer,Travel,SMB,Active,US,NY,Syracuse,Northeast,Hosted Checkout,Direct,High,Approved,Level 4,2023-03-15,Northeast,1
P004676,Skyline Financial 4676,ISV,Professional Services,SMB,Active,US,NV,Henderson,West,API,Referral,Medium,Approved,Level 1,2024-02-12,West,1
P004677,BluePeak PayTech 4677,ISV,Logistics,SMB,Active,US,AZ,Mesa,West,API,Direct,Low,Approved,Level 2,2018-02-25,West,1
P004678,Skyline Gateway 4678,Financial Institution,Fintech,Mid-Market,Active,US,MI,Grand Rapids,Midwest,API,Referral,Medium,Approved,Level 1,2020-06-08,Midwest,1
P004679,Oakstone Processing 4679,Merchant Acquirer,Education,Strategic,Active,US,WA,Tacoma,West,API,Partner-sourced,Low,Approved,Level 4,2022-01-16,West,1
P004680,Harbor Commerce 4680,ISV,Professional Services,SMB,Active,US,NC,Charlotte,South,Direct Processor,Direct,Low,Approved,Level 1,2024-10-30,South,1
P004681,Granite Payments 4681,ISO/Reseller,Retail,Strategic,Active,US,TX,Austin,South,Direct Processor,Partner-sourced,Low,Approved,Level 3,2017-05-18,South,1
P004682,NorthStar PayWorks 4682,ISO/Reseller,Hospitality,SMB,Active,US,TX,Plano,South,Hosted Checkout,Alliance,Low,Approved,Level 4,2021-09-02,South,1
P004683,Harbor Gateway 4683,Marketplace,Travel,SMB,Active,US,VA,Norfolk,South,Batch File,Direct,Low,Approved,Level 1,2022-12-21,South,1
P004684,Keystone Gateway 4684,Financial Institution,SaaS,SMB,Active,US,TX,Dallas,South,API,Direct,Medium,Approved,Level 3,2020-02-19,South,1
P004685,Skyline PayWorks 4685,ISO/Reseller,Travel,Enterprise,Active,US,OH,Cincinnati,Midwest,Hosted Checkout,Direct,Medium,Approved,Level 4,2022-10-20,Midwest,1
P004686,Silverline Checkout 4686,Financial Institution,SaaS,SMB,Pilot,US,NY,Albany,Northeast,API,Direct,Low,Approved,Level 1,2019-07-10,Northeast,1
P004687,Skyline Market 4687,Technology Platform,SaaS,Strategic,Active,US,CA,Sacramento,West,API,Direct,Medium,Approved,Level 1,2020-12-20,West,1
P004688,Ironwood PayTech 4688,Technology Platform,Gaming,Enterprise,Dormant,US,AZ,Tempe,West,API,Direct,High,Expired,Level 2,2020-04-26,West,1
P004689,Silverline Merchant Services 4689,Financial Institution,Retail,SMB,Active,US,IL,Peoria,Midwest,API,Alliance,Medium,Approved,Level 3,2021-05-29,Midwest,1
P004690,RedRock PayTech 4690,Gateway,SaaS,Mid-Market,Active,US,MI,Detroit,Midwest,Direct Processor,Direct,Medium,Rejected,Level 2,2021-03-04,Midwest,1
P004691,Skyline Platform 4691,Technology Platform,Fintech,Mid-Market,Active,US,NY,Buffalo,Northeast,API,Alliance,Low,Approved,Level 2,2019-07-07,Northeast,1
P004692,NorthStar PayTech 4692,ISV,Professional Services,Mid-Market,Active,US,NY,Albany,Northeast,API,Direct,Low,Approved,Level 4,2019-10-25,Northeast,1
P004693,Brightpath Market 4693,Financial Institution,Education,SMB,Terminated,US,NY,New York,Northeast,API,Referral,Low,Expired,Level 2,2022-04-13,Northeast,1
P004694,RedRock Billing 4694,Technology Platform,Gaming,SMB,Dormant,US,IL,Chicago,Midwest,SDK,Direct,Medium,Approved,Level 4,2024-01-30,Midwest,1
P004695,Harbor Platform 4695,ISV,SaaS,Enterprise,Active,US,FL,Fort Lauderdale,South,SFTP,Direct,High,Approved,Level 1,2022-05-20,South,1
P004696,Cedar Merchant Services 4696,ISO/Reseller,Travel,Mid-Market,Suspended,US,NJ,Trenton,Northeast,Batch File,Direct,High,Approved,Level 2,2018-09-18,Northeast,1
P004697,NorthStar Connect 4697,Marketplace,Retail,Enterprise,Active,US,FL,Fort Lauderdale,South,SDK,Direct,Low,Approved,Level 3,2022-03-23,South,1
P004698,Silverline Connect 4698,Gateway,SaaS,Mid-Market,Active,US,FL,Orlando,South,SFTP,Direct,Low,Pending Review,Level 1,2023-02-18,South,1
P004699,Riverbend Platform 4699,ISV,Education,Mid-Market,Dormant,US,CA,Los Angeles,West,API,Referral,Low,Pending Review,Level 3,2019-12-05,West,1
P004700,Cedar Checkout 4700,ISO/Reseller,Travel,SMB,Active,US,MN,Saint Paul,Midwest,API,Referral,Low,Approved,Level 2,2024-01-05,Midwest,1
P004701,Evergreen Payments 4701,Merchant Acquirer,Fintech,SMB,Active,US,TX,Plano,South,Hosted Checkout,Alliance,Low,Approved,Level 4,2022-09-13,South,1
P004702,Brightpath Merchant Services 4702,Technology Platform,Utilities,SMB,Active,US,CA,San Diego,West,SDK,Direct,Low,Approved,Level 1,2020-03-18,West,1
P004703,Silverline Financial 4703,ISO/Reseller,Fintech,SMB,Terminated,US,WA,Seattle,West,Batch File,Direct,Medium,Approved,Level 2,2022-04-09,West,1
P004704,Oakstone Merchant Services 4704,ISO/Reseller,Travel,SMB,Active,US,GA,Atlanta,South,API,Partner-sourced,High,Approved,Level 3,2020-01-27,South,1
P004705,RedRock Checkout 4705,Bank Sponsor,Education,Strategic,Active,US,NY,New York,Northeast,API,Referral,Medium,Approved,Level 2,2022-09-11,Northeast,1
P004706,Cedar Billing 4706,Technology Platform,Hospitality,Enterprise,Dormant,US,NY,Syracuse,Northeast,API,Direct,Low,Approved,Level 3,2021-12-02,Northeast,1
P004707,Silverline PayTech 4707,Technology Platform,Government,Mid-Market,Active,US,PA,Harrisburg,Northeast,SDK,Direct,Medium,Approved,Level 4,2024-07-28,Northeast,1
P004708,Summit Solutions 4708,Merchant Acquirer,Utilities,Mid-Market,Active,US,CA,San Jose,West,SDK,Direct,Medium,Approved,Level 2,2024-06-03,West,1
P004709,NorthStar Billing 4709,Technology Platform,Professional Services,SMB,Active,US,MA,Boston,Northeast,SDK,Alliance,Medium,Approved,Level 2,2022-03-25,Northeast,1
P004710,Brightpath PayWorks 4710,Marketplace,SaaS,Enterprise,Active,US,NC,Charlotte,South,Hosted Checkout,Direct,Medium,Approved,Level 1,2017-11-23,South,1
P004711,Summit Platform 4711,Technology Platform,Hospitality,Strategic,Active,US,NY,Rochester,Northeast,SFTP,Direct,Low,Approved,Level 4,2022-06-14,Northeast,1
P004712,Summit PayWorks 4712,ISO/Reseller,SaaS,Mid-Market,Pilot,US,FL,Jacksonville,South,Hosted Checkout,Referral,Low,Approved,Level 1,2021-10-09,South,1
P004713,Oakstone Financial 4713,Bank Sponsor,Hospitality,SMB,Active,US,TX,Plano,South,API,Direct,Low,Approved,Level 2,2024-11-05,South,1
P004714,Maple Checkout 4714,Merchant Acquirer,Hospitality,Mid-Market,Active,US,OH,Columbus,Midwest,API,Referral,Low,Approved,Level 2,2023-01-01,Midwest,1
P004715,Summit PayWorks 4715,ISO/Reseller,Professional Services,Mid-Market,Active,US,FL,Miami,South,Hosted Checkout,Referral,Medium,Approved,Level 2,2021-04-09,South,1
P004716,Evergreen Connect 4716,ISV,Utilities,Strategic,Active,US,TX,Dallas,South,API,Direct,Medium,Approved,Level 1,2023-12-09,South,1
P004717,Riverbend Market 4717,Financial Institution,SaaS,Mid-Market,Active,US,GA,Savannah,South,Hosted Checkout,Referral,Low,Approved,Level 1,2017-09-27,South,1
P004718,Harbor Payments 4718,Gateway,Utilities,SMB,Dormant,US,MN,Saint Paul,Midwest,Batch File,Referral,Low,Approved,Level 4,2019-04-12,Midwest,1
P004719,Ironwood PayTech 4719,Merchant Acquirer,Hospitality,SMB,Pilot,US,NY,Rochester,Northeast,SFTP,Partner-sourced,Low,Pending Review,Level 1,2023-04-27,Northeast,1
P004720,Skyline Gateway 4720,Financial Institution,Gaming,SMB,Active,US,UT,Ogden,West,Batch File,Alliance,Medium,Approved,Level 1,2019-01-13,West,1
P004721,Brightpath Processing 4721,Financial Institution,Retail,SMB,Active,US,NY,Buffalo,Northeast,API,Partner-sourced,Low,Approved,Level 2,2019-05-27,Northeast,1
P004722,Copper Gateway 4722,Marketplace,Education,SMB,Suspended,US,AZ,Mesa,West,Direct Processor,Alliance,High,Pending Review,Level 3,2017-01-17,West,1
P004723,Maple PayTech 4723,ISO/Reseller,Fintech,Enterprise,Dormant,US,CA,San Diego,West,SFTP,Direct,High,Approved,Level 2,2023-07-20,West,1
P004724,Keystone Solutions 4724,Financial Institution,Logistics,Strategic,Dormant,US,NY,Syracuse,Northeast,Hosted Checkout,Direct,Low,Expired,Level 3,2017-04-30,Northeast,1
P004725,Maple Payments 4725,Technology Platform,Healthcare,Enterprise,Active,US,TX,San Antonio,South,API,Partner-sourced,High,Approved,Level 2,2023-04-19,South,1
P004726,Cedar Payments 4726,Gateway,Professional Services,SMB,Terminated,US,AZ,Phoenix,West,API,Referral,Medium,Approved,Level 1,2018-06-02,West,1
P004727,Oakstone Checkout 4727,Technology Platform,Logistics,Strategic,Pilot,US,UT,Salt Lake City,West,API,Alliance,Low,Pending Review,Level 1,2024-06-23,West,1
P004728,RedRock Gateway 4728,Financial Institution,Fintech,SMB,Dormant,US,MA,Boston,Northeast,API,Partner-sourced,Medium,Pending Review,Level 1,2017-05-01,Northeast,1
P004729,Maple Merchant Services 4729,Gateway,Utilities,Enterprise,Pilot,US,OH,Cleveland,Midwest,Hosted Checkout,Alliance,Low,Approved,Level 3,2021-01-06,Midwest,1
P004730,Riverbend Platform 4730,ISO/Reseller,Utilities,SMB,Active,US,CA,San Francisco,West,SFTP,Direct,High,Approved,Level 3,2024-05-08,West,1
P004731,Sunrise Commerce 4731,ISV,Healthcare,Mid-Market,Pilot,US,CA,San Diego,West,API,Partner-sourced,High,Approved,Level 3,2024-10-24,West,1
P004732,Ironwood Billing 4732,ISV,Nonprofit,Enterprise,Active,US,AZ,Scottsdale,West,Direct Processor,Partner-sourced,Low,Pending Review,Level 2,2017-12-14,West,1
P004733,Granite Commerce 4733,Technology Platform,Education,SMB,Active,US,CO,Denver,West,API,Alliance,Low,Approved,Level 1,2018-02-19,West,1
P004734,Cedar Platform 4734,ISV,Retail,Mid-Market,Suspended,US,TN,Memphis,South,SDK,Direct,Medium,Approved,Level 1,2023-04-17,South,1
P004735,Silverline Connect 4735,Technology Platform,Professional Services,SMB,Suspended,US,NY,New York,Northeast,API,Alliance,Low,Approved,Level 4,2021-01-03,Northeast,1
P004736,Summit PayWorks 4736,Marketplace,Hospitality,Enterprise,Dormant,US,CA,Los Angeles,West,SDK,Direct,Medium,Approved,Level 2,2022-07-07,West,1
P004737,Ironwood Payments 4737,Gateway,Retail,Mid-Market,Active,US,FL,Jacksonville,South,Hosted Checkout,Direct,Low,Approved,Level 1,2020-06-18,South,1
P004738,Maple Gateway 4738,Merchant Acquirer,Utilities,Enterprise,Active,US,NY,Buffalo,Northeast,Hosted Checkout,Alliance,Low,Approved,Level 4,2020-02-28,Northeast,1
P004739,Evergreen Checkout 4739,ISV,Utilities,SMB,Active,US,NY,New York,Northeast,Direct Processor,Referral,Low,Approved,Level 4,2020-07-03,Northeast,1
P004740,Prairie PayWorks 4740,ISO/Reseller,Healthcare,Enterprise,Active,US,NC,Charlotte,South,SDK,Direct,Medium,Approved,Level 2,2019-12-22,South,1
P004741,Summit Platform 4741,Marketplace,Travel,Mid-Market,Active,US,CO,Aurora,West,Hosted Checkout,Alliance,Low,Pending Review,Level 1,2025-02-14,West,1
P004742,Skyline Platform 4742,ISV,Fintech,Strategic,Active,US,CA,Los Angeles,West,Batch File,Direct,Low,Approved,Level 2,2020-06-14,West,1
P004743,Skyline Processing 4743,ISO/Reseller,Hospitality,SMB,Active,US,AZ,Tempe,West,API,Referral,Low,Approved,Level 3,2021-01-01,West,1
P004744,Maple Platform 4744,ISO/Reseller,SaaS,SMB,Active,US,MN,Saint Paul,Midwest,Batch File,Partner-sourced,Low,Approved,Level 4,2021-06-14,Midwest,1
P004745,RedRock Payments 4745,Marketplace,Healthcare,Mid-Market,Active,US,TX,Plano,South,SDK,Direct,Low,Expired,Level 3,2019-05-21,South,1
P004746,Clearwater Commerce 4746,Technology Platform,Utilities,SMB,Pilot,US,AZ,Tucson,West,Direct Processor,Direct,Low,Approved,Level 1,2020-06-08,West,1
P004747,Keystone Solutions 4747,ISO/Reseller,Healthcare,Strategic,Pilot,US,CA,San Jose,West,API,Direct,Low,Approved,Level 1,2019-02-26,West,1
P004748,Keystone Processing 4748,Merchant Acquirer,Retail,Mid-Market,Active,US,AZ,Mesa,West,Hosted Checkout,Alliance,Low,Pending Review,Level 1,2023-06-20,West,1
P004749,Brightpath Market 4749,Bank Sponsor,Healthcare,SMB,Active,US,NY,Rochester,Northeast,Direct Processor,Alliance,Low,Approved,Level 4,2017-08-30,Northeast,1
P004750,Riverbend PayTech 4750,ISV,Utilities,SMB,Active,US,PA,Harrisburg,Northeast,Batch File,Direct,High,Rejected,Level 4,2025-03-02,Northeast,1
P004751,Summit Market 4751,Merchant Acquirer,Professional Services,Strategic,Active,US,NY,Syracuse,Northeast,SFTP,Partner-sourced,High,Approved,Level 2,2020-10-11,Northeast,1
P004752,Ironwood Platform 4752,Financial Institution,Government,Mid-Market,Active,US,FL,Fort Lauderdale,South,Hosted Checkout,Direct,Low,Approved,Level 4,2020-10-16,South,1
P004753,Prairie PayTech 4753,Financial Institution,Retail,SMB,Active,US,WA,Tacoma,West,Hosted Checkout,Direct,Medium,Approved,Level 3,2024-10-13,West,1
P004754,Ironwood Market 4754,Technology Platform,Travel,Strategic,Active,US,FL,Jacksonville,South,API,Direct,High,Approved,Level 4,2017-10-28,South,1
P004755,Evergreen Commerce 4755,Gateway,Retail,Strategic,Active,US,NJ,Newark,Northeast,Direct Processor,Referral,Low,Rejected,Level 2,2018-04-30,Northeast,1
P004756,Keystone Platform 4756,Technology Platform,Healthcare,Enterprise,Pilot,US,NJ,Jersey City,Northeast,Batch File,Direct,Medium,Approved,Level 1,2022-03-05,Northeast,1
P004757,Evergreen Platform 4757,Technology Platform,Healthcare,Enterprise,Suspended,US,AZ,Phoenix,West,API,Direct,Medium,Expired,Level 4,2024-10-26,West,1
P004758,RedRock Payments 4758,Bank Sponsor,Logistics,Enterprise,Active,US,PA,Philadelphia,Northeast,API,Direct,High,Approved,Level 4,2021-04-22,Northeast,1
P004759,RedRock Processing 4759,Merchant Acquirer,Retail,SMB,Active,US,FL,Tampa,South,Batch File,Direct,Low,Rejected,Level 1,2021-03-05,South,1
P004760,Ironwood Connect 4760,Technology Platform,Travel,SMB,Active,US,MN,Minneapolis,Midwest,SFTP,Direct,Medium,Approved,Level 2,2020-02-02,Midwest,1
P004761,RedRock Solutions 4761,ISO/Reseller,SaaS,Mid-Market,Active,US,FL,Miami,South,Direct Processor,Direct,Low,Approved,Level 2,2025-04-11,South,1
P004762,Copper Processing 4762,Bank Sponsor,Logistics,Enterprise,Terminated,US,MN,Duluth,Midwest,API,Direct,Low,Approved,Level 2,2023-11-03,Midwest,1
P004763,Copper Market 4763,Financial Institution,Retail,Enterprise,Active,US,OH,Dayton,Midwest,Direct Processor,Partner-sourced,Low,Pending Review,Level 2,2021-05-02,Midwest,1
P004764,Copper Platform 4764,Merchant Acquirer,Healthcare,Enterprise,Active,US,TX,San Antonio,South,API,Direct,Low,Approved,Level 3,2019-10-09,South,1
P004765,Harbor Connect 4765,ISV,Retail,Mid-Market,Pilot,US,IL,Springfield,Midwest,SDK,Referral,Low,Approved,Level 1,2019-07-21,Midwest,1
P004766,Skyline Platform 4766,Bank Sponsor,Fintech,Enterprise,Suspended,US,MN,Saint Paul,Midwest,API,Alliance,Low,Approved,Level 3,2021-02-16,Midwest,1
P004767,Cedar Gateway 4767,Technology Platform,Retail,Mid-Market,Active,US,NJ,Trenton,Northeast,API,Direct,Low,Approved,Level 3,2019-09-09,Northeast,1
P004768,BluePeak Platform 4768,ISO/Reseller,SaaS,SMB,Active,US,CA,San Diego,West,SDK,Referral,Medium,Approved,Level 1,2023-02-16,West,1
P004769,Ironwood Gateway 4769,ISO/Reseller,Healthcare,Enterprise,Active,US,CO,Boulder,West,SFTP,Alliance,High,Approved,Level 2,2023-02-02,West,1
P004770,RedRock Billing 4770,ISO/Reseller,SaaS,Mid-Market,Active,US,NY,New York,Northeast,API,Direct,Medium,Approved,Level 3,2021-01-14,Northeast,1
P004771,Skyline Connect 4771,Financial Institution,SaaS,Mid-Market,Active,US,AZ,Phoenix,West,SDK,Referral,Medium,Approved,Level 4,2019-01-20,West,1
P004772,Copper Checkout 4772,Gateway,Retail,Mid-Market,Active,US,NY,Albany,Northeast,Direct Processor,Referral,Medium,Approved,Level 1,2018-06-17,Northeast,1
P004773,Riverbend Financial 4773,ISO/Reseller,Utilities,SMB,Pilot,US,TX,Houston,South,API,Direct,Medium,Approved,Level 1,2024-08-14,South,1
P004774,NorthStar Solutions 4774,Technology Platform,Fintech,SMB,Active,US,MA,Boston,Northeast,SDK,Partner-sourced,Low,Approved,Level 1,2018-12-26,Northeast,1
P004775,RedRock PayWorks 4775,Financial Institution,Retail,Mid-Market,Active,US,TX,Plano,South,Batch File,Partner-sourced,Low,Pending Review,Level 1,2019-12-11,South,1
