exception_id,partner_id,requested_date,exception_type,exception_status,business_justification,expected_annual_revenue_usd,approved_by_role,review_due_date
E000756,P004290,2024-12-15,Volume threshold waiver,Approved,Contract renewal concession,106353.01,Pricing Governance,2025-12-22
E000757,P004309,2023-08-21,Legacy plan extension,Approved,Competitive displacement,4681.38,Product Director,2024-03-19
E000758,P004321,2019-06-29,High-risk waiver,Approved,New partner acquisition,249344.0,Revenue Management,2020-07-19
E000759,P004332,2025-02-19,Discounted bps,Approved,Risk-adjusted commercial exception,52575.44,Revenue Management,2027-03-22
E000760,P004337,2023-03-13,Waived monthly minimum,Approved,Contract renewal concession,14969.26,Product Director,2023-10-02
E000761,P004345,2025-06-03,Legacy plan extension,Pending,Migration incentive,691.13,Pricing Governance,2026-07-02
E000762,P004350,2018-08-15,Volume threshold waiver,Approved,Competitive displacement,1802408.42,Product Director,2019-02-27
E000763,P004371,2025-03-21,Volume threshold waiver,Approved,Competitive displacement,4661.97,Pricing Governance,2027-04-22
E000764,P004372,2021-02-28,Legacy plan extension,Approved,Strategic retention,229569.78,Pricing Governance,2021-09-30
E000765,P004374,2018-10-22,High-risk waiver,Expired,Competitive displacement,7901.46,Pricing Governance,2019-11-22
E000766,P004377,2021-04-13,Volume threshold waiver,Approved,Migration incentive,1332604.57,Pricing Governance,2022-05-16
E000767,P004378,2023-09-14,Volume threshold waiver,Expired,Risk-adjusted commercial exception,60309.8,Risk Review,2024-10-01
E000768,P004379,2023-01-16,Waived monthly minimum,Approved,Strategic retention,25945.08,Risk Review,2023-08-07
E000769,P004391,2019-04-15,Discounted bps,Expired,Risk-adjusted commercial exception,4187.57,Revenue Management,2020-04-21
E000770,P004392,2018-01-19,Discounted bps,Rejected,New partner acquisition,2182.16,Pricing Governance,2018-08-17
E000771,P004404,2019-01-19,High-risk waiver,Approved,New partner acquisition,610049.24,Pricing Governance,2020-02-03
E000772,P004411,2024-11-19,Waived monthly minimum,Rejected,New partner acquisition,1631858.59,Revenue Management,2025-12-19
E000773,P004415,2024-01-25,Volume threshold waiver,Pending,Strategic retention,102427.4,Pricing Governance,2025-02-22
E000774,P004420,2020-07-07,Waived monthly minimum,Approved,New partner acquisition,127645.77,Risk Review,2021-02-07
E000775,P004425,2024-02-27,Legacy plan extension,Pending,Contract renewal concession,44929.73,Product Director,2024-09-07
E000776,P004430,2019-02-10,High-risk waiver,Expired,Contract renewal concession,55348.12,Pricing Governance,2020-03-02
E000777,P004435,2023-01-26,Volume threshold waiver,Approved,Competitive displacement,45163.21,Product Director,2024-03-01
E000778,P004442,2023-04-11,Waived monthly minimum,Approved,Risk-adjusted commercial exception,27661.81,Product Director,2025-04-24
E000779,P004445,2025-02-14,High-risk waiver,Approved,Strategic retention,14193.47,Revenue Management,2026-02-25
E000780,P004447,2023-04-08,Legacy plan extension,Pending,Competitive displacement,381.06,Revenue Management,2024-04-21
E000781,P004473,2024-10-21,Legacy plan extension,Approved,Competitive displacement,40682.34,Risk Review,2026-10-31
E000782,P004476,2024-05-13,Legacy plan extension,Approved,New partner acquisition,259923.8,None,2025-05-27
E000783,P004477,2019-07-10,Legacy plan extension,Pending,Risk-adjusted commercial exception,1371629.56,Pricing Governance,2021-07-16
E000784,P004484,2023-06-24,Legacy plan extension,Approved,Contract renewal concession,89315.58,Product Director,2024-07-17
E000785,P004492,2018-09-01,Volume threshold waiver,Rejected,New partner acquisition,132482.17,Revenue Management,2019-09-26
E000786,P004497,2019-01-09,Waived monthly minimum,Expired,Competitive displacement,2479428.99,Risk Review,2021-01-29
E000787,P004502,2024-08-11,Legacy plan extension,Approved,Contract renewal concession,2078.98,Pricing Governance,2025-09-08
E000788,P004508,2025-05-01,Legacy plan extension,Approved,Contract renewal concession,36290.39,Pricing Governance,2026-05-07
E000789,P004509,2025-06-15,Legacy plan extension,Approved,Competitive displacement,3081.19,None,2026-06-28
E000790,P004526,2024-03-18,Waived monthly minimum,Approved,New partner acquisition,1367533.61,None,2024-10-06
E000791,P004532,2023-06-22,Discounted bps,Pending,Migration incentive,400093.19,Pricing Governance,2024-06-28
E000792,P004533,2024-01-16,Discounted bps,Rejected,Migration incentive,15121.67,Pricing Governance,2025-02-11
E000793,P004535,2024-06-28,Legacy plan extension,Approved,Strategic retention,5075.84,Pricing Governance,2025-01-26
E000794,P004536,2023-10-04,Waived monthly minimum,Expired,Competitive displacement,49925.85,Revenue Management,2024-04-26
E000795,P004538,2022-11-18,Discounted bps,Rejected,Risk-adjusted commercial exception,455.73,None,2024-12-20
E000796,P004540,2025-03-01,Waived monthly minimum,Rejected,New partner acquisition,3474.97,Pricing Governance,2026-03-15
E000797,P004544,2023-03-30,High-risk waiver,Expired,Risk-adjusted commercial exception,26856.45,Pricing Governance,2023-10-02
E000798,P004552,2023-07-07,Legacy plan extension,Approved,New partner acquisition,12032.76,Product Director,2024-01-12
E000799,P004553,2023-06-21,Legacy plan extension,Expired,Risk-adjusted commercial exception,3344385.37,Revenue Management,2024-01-14
E000800,P004566,2025-03-13,High-risk waiver,Expired,Risk-adjusted commercial exception,23826.85,Revenue Management,2025-10-05
E000801,P004577,2023-08-19,Legacy plan extension,Approved,Contract renewal concession,7636.58,Revenue Management,2024-09-01
E000802,P004587,2023-01-04,Legacy plan extension,Expired,Contract renewal concession,4884.57,Revenue Management,2023-07-14
E000803,P004588,2023-06-03,Legacy plan extension,Approved,Contract renewal concession,332900.22,Pricing Governance,2024-01-01
E000804,P004589,2019-10-05,Volume threshold waiver,Approved,Strategic retention,267167.23,Product Director,2020-10-15
E000805,P004590,2025-01-26,Discounted bps,Pending,Strategic retention,2434.95,Pricing Governance,2026-02-15
E000806,P004591,2024-05-07,High-risk waiver,Pending,Migration incentive,50176.66,Revenue Management,2024-11-28
E000807,P004595,2023-06-17,High-risk waiver,Approved,Migration incentive,174291.21,Revenue Management,2024-07-11
E000808,P004599,2023-03-20,Discounted bps,Approved,Risk-adjusted commercial exception,329.05,Product Director,2023-10-03
E000809,P004608,2019-12-03,High-risk waiver,Approved,Competitive displacement,1173098.85,Pricing Governance,2021-01-05
E000810,P004609,2023-10-24,High-risk waiver,Approved,Contract renewal concession,8998.84,Pricing Governance,2025-11-20
E000811,P004622,2024-01-03,Discounted bps,Approved,Contract renewal concession,3464.57,Pricing Governance,2025-01-24
E000812,P004623,2024-06-12,Legacy plan extension,Pending,Migration incentive,1007699.98,Pricing Governance,2026-06-27
E000813,P004624,2021-02-21,Waived monthly minimum,Expired,New partner acquisition,1066463.31,Pricing Governance,2022-03-16
E000814,P004625,2018-06-23,Volume threshold waiver,Approved,Risk-adjusted commercial exception,132916.58,Pricing Governance,2020-07-20
E000815,P004626,2022-09-02,Volume threshold waiver,Pending,Migration incentive,413.18,Revenue Management,2024-09-26
E000816,P004630,2025-08-18,Volume threshold waiver,Approved,Strategic retention,479922.38,Revenue Management,2027-08-24
E000817,P004631,2019-02-21,High-risk waiver,Approved,Strategic retention,50025.91,Pricing Governance,2020-03-26
E000818,P004635,2024-11-28,Legacy plan extension,Approved,Strategic retention,7515.4,Pricing Governance,2027-01-01
E000819,P004644,2024-08-07,High-risk waiver,Expired,New partner acquisition,21595.23,Product Director,2025-02-18
E000820,P004645,2019-02-11,Volume threshold waiver,Approved,Migration incentive,10199.32,Pricing Governance,2019-09-06
E000821,P004654,2025-03-26,Legacy plan extension,Approved,Contract renewal concession,23746.87,Revenue Management,2026-04-26
E000822,P004663,2018-09-26,Discounted bps,Approved,Contract renewal concession,256259.78,Risk Review,2019-10-24
E000823,P004673,2024-04-05,Legacy plan extension,Approved,Contract renewal concession,13396.54,Pricing Governance,2025-04-13
E000824,P004675,2022-03-09,High-risk waiver,Pending,Migration incentive,10280.72,Product Director,2023-04-08
E000825,P004681,2023-12-28,Legacy plan extension,Approved,New partner acquisition,5518940.25,Pricing Governance,2025-01-31
E000826,P004684,2025-03-28,High-risk waiver,Expired,New partner acquisition,11748.06,Product Director,2026-04-20
E000827,P004687,2025-05-15,Volume threshold waiver,Approved,Contract renewal concession,1432046.96,Revenue Management,2026-06-10
E000828,P004690,2018-02-22,Waived monthly minimum,Approved,Risk-adjusted commercial exception,43696.0,Pricing Governance,2018-08-30
E000829,P004694,2024-09-17,Waived monthly minimum,Approved,Risk-adjusted commercial exception,4209.28,Product Director,2025-10-08
E000830,P004699,2018-07-03,Waived monthly minimum,Approved,Contract renewal concession,7855.38,Pricing Governance,2019-07-12
E000831,P004711,2022-05-29,High-risk waiver,Approved,Competitive displacement,2812290.83,Pricing Governance,2024-06-29
E000832,P004714,2024-09-26,Discounted bps,Approved,New partner acquisition,26273.95,Product Director,2025-10-18
E000833,P004718,2024-07-16,Legacy plan extension,Approved,Strategic retention,102.86,Risk Review,2025-08-05
E000834,P004721,2019-12-18,Waived monthly minimum,Approved,Strategic retention,10126.15,None,2020-12-30
E000835,P004736,2020-03-30,Waived monthly minimum,Approved,Risk-adjusted commercial exception,35352.93,Pricing Governance,2021-04-17
E000836,P004737,2023-12-15,Legacy plan extension,Approved,Migration incentive,18059.36,Product Director,2026-01-04
E000837,P004739,2018-05-24,Waived monthly minimum,Pending,Contract renewal concession,19646.05,Revenue Management,2018-12-05
E000838,P004740,2025-06-07,High-risk waiver,Pending,Strategic retention,113239.95,Pricing Governance,2026-06-18
E000839,P004741,2024-10-18,Volume threshold waiver,Approved,New partner acquisition,204315.56,Revenue Management,2026-10-30
E000840,P004744,2018-09-24,High-risk waiver,Approved,New partner acquisition,10386.23,Revenue Management,2019-04-25
E000841,P004746,2019-04-11,High-risk waiver,Approved,New partner acquisition,29746.4,Product Director,2020-05-09
E000842,P004755,2019-12-04,Discounted bps,Pending,New partner acquisition,1130937.68,Product Director,2020-06-14
E000843,P004757,2024-12-14,Waived monthly minimum,Approved,Strategic retention,29234.56,Revenue Management,2025-06-26
E000844,P004765,2023-06-22,Waived monthly minimum,Approved,Strategic retention,85182.42,Product Director,2023-12-24
E000845,P004770,2024-07-05,High-risk waiver,Approved,Risk-adjusted commercial exception,127580.46,Product Director,2025-01-17
E000846,P004783,2024-10-27,Discounted bps,Approved,Migration incentive,1191.08,Pricing Governance,2025-11-20
E000847,P004784,2024-12-24,Discounted bps,Rejected,Contract renewal concession,51310.85,Pricing Governance,2025-06-28
E000848,P004785,2025-06-19,Legacy plan extension,Approved,Strategic retention,73434.59,Product Director,2026-07-09
E000849,P004794,2023-08-01,Discounted bps,Expired,Contract renewal concession,67763.77,Revenue Management,2024-03-02
E000850,P004797,2021-04-23,Volume threshold waiver,Rejected,Risk-adjusted commercial exception,18877.43,Pricing Governance,2023-05-17
E000851,P004802,2024-04-05,Legacy plan extension,Approved,Strategic retention,3708.68,Revenue Management,2025-05-08
E000852,P004811,2023-05-21,Volume threshold waiver,Rejected,Competitive displacement,30225.22,Pricing Governance,2025-06-18
E000853,P004813,2023-01-12,High-risk waiver,Rejected,Contract renewal concession,93928.2,Revenue Management,2023-08-12
E000854,P004819,2020-11-07,Legacy plan extension,Approved,Competitive displacement,24715.22,Pricing Governance,2021-11-28
E000855,P004820,2023-07-06,Legacy plan extension,Expired,Contract renewal concession,37713.7,Revenue Management,2024-07-14
E000856,P004821,2018-10-06,Legacy plan extension,Approved,Risk-adjusted commercial exception,267722.24,Product Director,2019-04-24
E000857,P004823,2024-12-13,Discounted bps,Approved,Contract renewal concession,266338.95,Revenue Management,2026-12-27
E000858,P004824,2020-10-31,High-risk waiver,Pending,Migration incentive,661633.46,Product Director,2021-05-14
E000859,P004838,2024-11-05,Discounted bps,Approved,Risk-adjusted commercial exception,89656.31,Product Director,2025-12-09
E000860,P004853,2025-08-14,High-risk waiver,Approved,New partner acquisition,314180.05,Pricing Governance,2026-02-15
E000861,P004873,2024-03-06,Volume threshold waiver,Rejected,Strategic retention,6794.27,Revenue Management,2026-03-25
E000862,P004874,2022-12-02,Waived monthly minimum,Approved,Contract renewal concession,303161.79,Pricing Governance,2023-12-10
E000863,P004880,2021-10-16,Legacy plan extension,Expired,Competitive displacement,750.95,Revenue Management,2023-11-02
E000864,P004907,2023-06-19,Discounted bps,Approved,Migration incentive,309851.87,Pricing Governance,2025-07-05
E000865,P004916,2018-05-17,Legacy plan extension,Pending,Risk-adjusted commercial exception,147961.51,Pricing Governance,2018-11-26
E000866,P004917,2020-12-07,Waived monthly minimum,Approved,New partner acquisition,5347.2,Pricing Governance,2021-07-07
E000867,P004924,2019-11-02,Legacy plan extension,Expired,Strategic retention,27273.46,Pricing Governance,2020-11-24
E000868,P004927,2023-11-02,High-risk waiver,Pending,Migration incentive,10286.89,Revenue Management,2024-11-09
E000869,P004934,2025-02-04,Waived monthly minimum,Pending,Competitive displacement,3606.41,Revenue Management,2026-02-09
E000870,P004937,2022-07-22,Volume threshold waiver,Rejected,Strategic retention,2199.9,Product Director,2023-08-12
E000871,P004947,2018-12-02,High-risk waiver,Approved,Risk-adjusted commercial exception,17225.39,Pricing Governance,2019-12-07
E000872,P004955,2025-02-21,Volume threshold waiver,Approved,Competitive displacement,37740.64,Pricing Governance,2026-03-25
E000873,P004956,2018-04-24,High-risk waiver,Approved,Contract renewal concession,409157.46,Pricing Governance,2019-05-14
E000874,P004957,2022-08-14,Waived monthly minimum,Approved,Strategic retention,562158.78,Revenue Management,2023-08-30
E000875,P004986,2020-07-09,Legacy plan extension,Pending,Competitive displacement,346306.15,Revenue Management,2021-08-12
E000876,P004988,2022-01-21,Volume threshold waiver,Approved,Strategic retention,404823.29,Risk Review,2023-02-10
E000877,P004989,2022-10-28,Waived monthly minimum,Approved,Strategic retention,1737.61,Revenue Management,2023-11-15
E000878,P004993,2024-04-22,Discounted bps,Approved,Migration incentive,16094.48,Risk Review,2026-05-27
