assignment_id,partner_id,pricing_plan_id,recommended_pricing_plan_id,effective_date,expiration_date,review_due_date,negotiated_bps,negotiated_per_txn_fee_usd,monthly_minimum_fee_usd,exception_flag,exception_type,approval_status,approved_by_role,pricing_tier,contract_status
A004191,P004191,LAUNCH,LAUNCH,2023-11-10,,2025-11-09,86.64,0.0746,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004192,P004192,GROWTH,GROWTH,2020-04-20,,2022-04-20,75.21,0.0604,499.0,0,,Not Required,,GROWTH,Review Overdue
A004193,P004193,HIGH_RISK,HIGH_RISK,2024-06-10,,2026-06-10,111.07,0.1078,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004194,P004194,GROWTH,GROWTH,2024-06-06,,2026-06-06,76.98,0.0537,499.0,0,,Not Required,,GROWTH,Review Overdue
A004195,P004195,LAUNCH,LAUNCH,2024-04-04,,2026-04-04,93.5,0.0863,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004196,P004196,SCALE,PLATFORM_ISV,2021-09-22,,2022-09-22,31.57,0.0394,1999.0,1,Volume threshold waiver,Pending,Pricing Governance,SCALE,Review Overdue
A004197,P004197,LAUNCH,LAUNCH,2025-03-05,,2027-03-05,91.38,0.0683,99.0,0,,Not Required,,LAUNCH,Active
A004198,P004198,SCALE,SCALE,2024-04-06,,2026-04-06,47.2,0.0447,1999.0,0,,Not Required,,SCALE,Review Overdue
A004199,P004199,LEGACY_ENTERPRISE,GROWTH,2021-02-07,,2021-08-06,16.34,0.0335,0.0,1,Discounted bps,Approved,Pricing Governance,LEGACY_ENTERPRISE,Review Overdue
A004200,P004200,SCALE,SCALE,2024-08-22,,2026-08-22,45.4,0.0366,1999.0,0,,Not Required,,SCALE,Review Due Soon
A004201,P004201,PLATFORM_ISV,PLATFORM_ISV,2025-09-01,,2027-09-01,47.48,0.0522,999.0,0,,Not Required,,PLATFORM_ISV,Active
A004202,P004202,STRATEGIC,LAUNCH,2025-06-27,,2026-06-27,10.07,0.0253,4999.0,1,Discounted bps,Expired,Risk Review,STRATEGIC,Expired
A004203,P004203,GROWTH,GROWTH,2025-02-19,,2027-02-19,63.36,0.0672,499.0,0,,Not Required,,GROWTH,Active
A004204,P004204,HIGH_RISK,HIGH_RISK,2023-02-06,,2025-02-05,111.14,0.0962,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004205,P004205,HIGH_RISK,HIGH_RISK,2024-04-11,,2026-04-11,106.6,0.1013,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004206,P004206,LAUNCH,LAUNCH,2019-08-25,,2021-08-24,91.94,0.0748,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004207,P004207,GROWTH,GROWTH,2023-05-03,,2025-05-02,65.78,0.0615,499.0,0,,Not Required,,GROWTH,Review Overdue
A004208,P004208,PLATFORM_ISV,PLATFORM_ISV,2023-03-30,,2025-03-29,48.58,0.0524,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004209,P004209,GROWTH,GROWTH,2024-07-05,,2025-01-01,69.75,0.0584,499.0,1,High-risk waiver,Approved,Product Director,GROWTH,Review Overdue
A004210,P004210,LAUNCH,LAUNCH,2021-06-29,,2023-06-29,89.83,0.0829,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004211,P004211,PLATFORM_ISV,PLATFORM_ISV,2024-12-08,,2026-12-08,55.36,0.0512,999.0,0,,Not Required,,PLATFORM_ISV,Active
A004212,P004212,LEGACY_ENTERPRISE,GROWTH,2018-05-16,,2019-05-16,26.77,0.0324,0.0,1,Volume threshold waiver,Pending,Pricing Governance,LEGACY_ENTERPRISE,Review Overdue
A004213,P004213,HIGH_RISK,HIGH_RISK,2024-05-27,,2026-05-27,108.93,0.0957,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004214,P004214,HIGH_RISK,HIGH_RISK,2021-09-05,,2023-09-05,116.19,0.102,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004215,P004215,PLATFORM_ISV,PLATFORM_ISV,2023-07-10,,2025-07-09,57.05,0.0547,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004216,P004216,LAUNCH,LAUNCH,2025-08-07,,2027-08-07,89.87,0.0773,99.0,0,,Not Required,,LAUNCH,Active
A004217,P004217,LAUNCH,LAUNCH,2024-08-30,,2026-08-30,90.91,0.0786,99.0,0,,Not Required,,LAUNCH,Review Due Soon
A004218,P004218,HIGH_RISK,HIGH_RISK,2024-10-21,,2026-10-21,106.12,0.1003,2999.0,0,,Not Required,,HIGH_RISK,Active
A004219,P004219,SCALE,SCALE,2025-02-21,,2027-02-21,40.95,0.0455,1999.0,0,,Not Required,,SCALE,Active
A004220,P004220,HIGH_RISK,HIGH_RISK,2024-04-20,,2026-04-20,108.69,0.1065,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004221,P004221,LAUNCH,LAUNCH,2024-06-22,,2026-06-22,93.06,0.0801,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004222,P004222,LAUNCH,LAUNCH,2023-07-26,,2025-07-25,89.08,0.0767,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004223,P004223,LAUNCH,LAUNCH,2023-07-31,,2025-07-30,90.37,0.0843,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004224,P004224,HIGH_RISK,HIGH_RISK,2023-11-18,,2025-11-17,114.45,0.0964,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004225,P004225,HIGH_RISK,HIGH_RISK,2025-03-30,,2027-03-30,118.44,0.097,2999.0,0,,Not Required,,HIGH_RISK,Active
A004226,P004226,LAUNCH,LAUNCH,2024-07-24,,2026-07-24,90.22,0.0809,99.0,0,,Not Required,,LAUNCH,Review Due Soon
A004227,P004227,PLATFORM_ISV,PLATFORM_ISV,2024-01-13,,2026-01-12,56.13,0.0544,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004228,P004228,GROWTH,GROWTH,2024-01-26,,2026-01-25,78.61,0.0629,499.0,0,,Not Required,,GROWTH,Review Overdue
A004229,P004229,PLATFORM_ISV,PLATFORM_ISV,2023-05-30,,2025-05-29,51.19,0.0454,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004230,P004230,GROWTH,GROWTH,2024-01-16,,2026-01-15,70.17,0.0592,499.0,0,,Not Required,,GROWTH,Review Overdue
A004231,P004231,GROWTH,PLATFORM_ISV,2022-09-25,,2023-09-25,74.25,0.0639,499.0,1,High-risk waiver,Approved,Revenue Management,GROWTH,Review Overdue
A004232,P004232,STRATEGIC,STRATEGIC,2024-05-04,,2026-05-04,23.8,0.0257,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A004233,P004233,HIGH_RISK,HIGH_RISK,2023-03-09,,2025-03-08,110.57,0.1069,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004234,P004234,STRATEGIC,STRATEGIC,2023-08-27,,2025-08-26,28.57,0.0245,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A004235,P004235,SCALE,SCALE,2023-10-23,,2025-10-22,42.64,0.0413,1999.0,0,,Not Required,,SCALE,Review Overdue
A004236,P004236,LAUNCH,LAUNCH,2023-08-27,,2025-08-26,83.83,0.0804,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004237,P004237,LEGACY_ENTERPRISE,LAUNCH,2019-08-03,,2020-01-30,33.2,0.0346,0.0,1,High-risk waiver,Pending,Pricing Governance,LEGACY_ENTERPRISE,Review Overdue
A004238,P004238,PLATFORM_ISV,PLATFORM_ISV,2021-03-20,,2023-03-20,57.02,0.0492,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004239,P004239,LAUNCH,LAUNCH,2023-05-06,,2025-05-05,88.74,0.0727,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004240,P004240,SCALE,SCALE,2024-04-25,,2026-04-25,44.61,0.0428,1999.0,0,,Not Required,,SCALE,Review Overdue
A004241,P004241,HIGH_RISK,HIGH_RISK,2025-05-07,,2027-05-07,108.92,0.1008,2999.0,0,,Not Required,,HIGH_RISK,Active
A004242,P004242,STRATEGIC,STRATEGIC,2025-07-22,,2026-01-18,21.15,0.0278,4999.0,1,Legacy plan extension,Rejected,Pricing Governance,STRATEGIC,Review Overdue
A004243,P004243,GROWTH,GROWTH,2024-12-11,,2026-12-11,67.46,0.0611,499.0,0,,Not Required,,GROWTH,Active
A004244,P004244,GROWTH,GROWTH,2023-03-24,,2025-03-23,70.71,0.0575,499.0,0,,Not Required,,GROWTH,Review Overdue
A004245,P004245,SCALE,SCALE,2023-03-27,,2025-03-26,42.46,0.0386,1999.0,0,,Not Required,,SCALE,Review Overdue
A004246,P004246,HIGH_RISK,HIGH_RISK,2019-04-23,,2021-04-22,114.62,0.0997,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004247,P004247,STRATEGIC,STRATEGIC,2024-11-30,,2026-11-30,20.45,0.03,4999.0,0,,Not Required,,STRATEGIC,Active
A004248,P004248,GROWTH,GROWTH,2024-11-03,,2026-11-03,64.85,0.0599,499.0,0,,Not Required,,GROWTH,Active
A004249,P004249,STRATEGIC,STRATEGIC,2024-01-17,,2026-01-16,28.14,0.0241,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A004250,P004250,GROWTH,GROWTH,2022-07-31,,2024-07-30,70.67,0.0517,499.0,0,,Not Required,,GROWTH,Review Overdue
A004251,P004251,PLATFORM_ISV,PLATFORM_ISV,2024-06-19,,2026-06-19,52.95,0.047,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004252,P004252,PLATFORM_ISV,GROWTH,2021-07-05,,2022-07-05,42.94,0.0487,999.0,1,Legacy plan extension,Approved,Revenue Management,PLATFORM_ISV,Review Overdue
A004253,P004253,HIGH_RISK,HIGH_RISK,2024-01-09,,2026-01-08,108.65,0.0994,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004254,P004254,HIGH_RISK,HIGH_RISK,2025-07-23,,2027-07-23,108.29,0.098,2999.0,0,,Not Required,,HIGH_RISK,Active
A004255,P004255,GROWTH,GROWTH,2024-07-31,,2026-07-31,69.56,0.0569,499.0,0,,Not Required,,GROWTH,Review Due Soon
A004256,P004256,GROWTH,GROWTH,2023-09-21,,2025-09-20,61.87,0.0611,499.0,0,,Not Required,,GROWTH,Review Overdue
A004257,P004257,GROWTH,GROWTH,2024-11-30,,2026-11-30,72.13,0.0605,499.0,0,,Not Required,,GROWTH,Active
A004258,P004258,GROWTH,GROWTH,2019-03-26,,2021-03-25,68.13,0.057,499.0,0,,Not Required,,GROWTH,Review Overdue
A004259,P004259,GROWTH,GROWTH,2024-11-25,,2026-11-25,71.46,0.0619,499.0,0,,Not Required,,GROWTH,Active
A004260,P004260,HIGH_RISK,HIGH_RISK,2025-04-25,,2026-04-25,107.0,0.0932,0.0,1,Waived monthly minimum,Approved,Product Director,HIGH_RISK,Review Overdue
A004261,P004261,PLATFORM_ISV,PLATFORM_ISV,2025-06-07,,2027-06-07,59.58,0.0526,999.0,0,,Not Required,,PLATFORM_ISV,Active
A004262,P004262,LAUNCH,LAUNCH,2024-09-29,,2026-09-29,85.94,0.077,99.0,0,,Not Required,,LAUNCH,Active
A004263,P004263,LEGACY_STANDARD,HIGH_RISK,2019-07-30,,2021-07-29,51.3,0.0599,0.0,1,Legacy plan extension,Pending,Revenue Management,LEGACY_STANDARD,Review Overdue
A004264,P004264,PLATFORM_ISV,PLATFORM_ISV,2024-11-02,,2026-11-02,54.71,0.0467,999.0,0,,Not Required,,PLATFORM_ISV,Active
A004265,P004265,LAUNCH,LAUNCH,2024-06-14,,2026-06-14,94.16,0.0804,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004266,P004266,LAUNCH,LAUNCH,2023-11-19,,2025-11-18,92.17,0.0816,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004267,P004267,LEGACY_STANDARD,GROWTH,2020-10-01,,2022-10-01,57.35,0.0551,0.0,1,Legacy plan extension,Approved,Pricing Governance,LEGACY_STANDARD,Review Overdue
A004268,P004268,HIGH_RISK,HIGH_RISK,2023-04-02,,2025-04-01,106.93,0.0998,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004269,P004269,HIGH_RISK,HIGH_RISK,2024-04-15,,2026-04-15,111.62,0.1025,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004270,P004270,HIGH_RISK,HIGH_RISK,2019-03-03,,2021-03-02,104.18,0.1041,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004271,P004271,PLATFORM_ISV,PLATFORM_ISV,2024-03-18,,2026-03-18,50.03,0.0553,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004272,P004272,LAUNCH,LAUNCH,2025-08-10,,2027-08-10,86.71,0.0741,99.0,0,,Not Required,,LAUNCH,Active
A004273,P004273,LAUNCH,LAUNCH,2024-08-25,,2026-08-25,84.93,0.0811,99.0,0,,Not Required,,LAUNCH,Review Due Soon
A004274,P004274,HIGH_RISK,HIGH_RISK,2019-11-22,,2021-11-21,114.9,0.0996,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004275,P004275,LAUNCH,LAUNCH,2023-09-02,,2025-09-01,87.32,0.0736,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004276,P004276,LEGACY_STANDARD,STRATEGIC,2021-02-28,,2022-02-28,58.98,0.0482,0.0,1,Waived monthly minimum,Approved,Risk Review,LEGACY_STANDARD,Review Overdue
A004277,P004277,LAUNCH,LAUNCH,2025-06-30,,2027-06-30,87.08,0.088,99.0,0,,Not Required,,LAUNCH,Active
A004278,P004278,HIGH_RISK,HIGH_RISK,2025-08-12,,2027-08-12,107.1,0.0953,2999.0,0,,Not Required,,HIGH_RISK,Active
A004279,P004279,HIGH_RISK,HIGH_RISK,2025-01-06,,2027-01-06,101.92,0.1033,2999.0,0,,Not Required,,HIGH_RISK,Active
A004280,P004280,SCALE,SCALE,2023-08-08,,2025-08-07,46.78,0.0401,1999.0,0,,Not Required,,SCALE,Review Overdue
A004281,P004281,LEGACY_ENTERPRISE,LAUNCH,2020-11-04,,2021-05-03,19.94,0.0254,0.0,1,Legacy plan extension,Approved,Pricing Governance,LEGACY_ENTERPRISE,Review Overdue
A004282,P004282,GROWTH,GROWTH,2025-02-08,,2027-02-08,73.16,0.0634,499.0,0,,Not Required,,GROWTH,Active
A004283,P004283,LAUNCH,LAUNCH,2023-08-29,,2025-08-28,88.46,0.0825,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004284,P004284,GROWTH,GROWTH,2024-02-20,,2026-02-19,70.23,0.0552,499.0,0,,Not Required,,GROWTH,Review Overdue
A004285,P004285,HIGH_RISK,HIGH_RISK,2024-09-19,,2026-09-19,112.56,0.1005,2999.0,0,,Not Required,,HIGH_RISK,Review Due Soon
A004286,P004286,HIGH_RISK,HIGH_RISK,2024-11-29,,2026-11-29,118.06,0.1029,2999.0,0,,Not Required,,HIGH_RISK,Active
A004287,P004287,HIGH_RISK,HIGH_RISK,2021-11-03,,2023-11-03,117.82,0.1013,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004288,P004288,PLATFORM_ISV,PLATFORM_ISV,2019-04-22,,2021-04-21,56.26,0.0449,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004289,P004289,SCALE,SCALE,2023-10-16,,2025-10-15,55.95,0.0366,1999.0,0,,Not Required,,SCALE,Review Overdue
A004290,P004290,GROWTH,GROWTH,2024-12-22,,2025-12-22,57.49,0.058,499.0,1,Volume threshold waiver,Approved,Pricing Governance,GROWTH,Review Overdue
A004291,P004291,LAUNCH,LAUNCH,2023-04-07,,2025-04-06,81.97,0.075,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004292,P004292,GROWTH,GROWTH,2025-05-07,,2027-05-07,71.13,0.059,499.0,0,,Not Required,,GROWTH,Active
A004293,P004293,GROWTH,GROWTH,2024-02-08,,2026-02-07,74.42,0.056,499.0,0,,Not Required,,GROWTH,Review Overdue
A004294,P004294,GROWTH,GROWTH,2023-06-21,,2025-06-20,66.56,0.0631,499.0,0,,Not Required,,GROWTH,Review Overdue
A004295,P004295,HIGH_RISK,HIGH_RISK,2024-01-31,,2026-01-30,110.75,0.0969,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004296,P004296,HIGH_RISK,HIGH_RISK,2024-04-04,,2026-04-04,111.85,0.1082,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004297,P004297,SCALE,SCALE,2023-11-03,,2025-11-02,44.5,0.0342,1999.0,0,,Not Required,,SCALE,Review Overdue
A004298,P004298,LAUNCH,LAUNCH,2025-04-20,,2027-04-20,81.19,0.0833,99.0,0,,Not Required,,LAUNCH,Active
A004299,P004299,STRATEGIC,STRATEGIC,2023-05-15,,2025-05-14,18.24,0.0228,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A004300,P004300,GROWTH,GROWTH,2021-08-23,,2023-08-23,71.72,0.0574,499.0,0,,Not Required,,GROWTH,Review Overdue
A004301,P004301,PLATFORM_ISV,PLATFORM_ISV,2024-03-15,,2026-03-15,56.56,0.0562,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004302,P004302,PLATFORM_ISV,PLATFORM_ISV,2024-01-29,,2026-01-28,57.05,0.0474,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004303,P004303,LAUNCH,LAUNCH,2023-03-23,,2025-03-22,101.12,0.0795,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004304,P004304,LAUNCH,LAUNCH,2024-04-17,,2026-04-17,89.35,0.0728,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004305,P004305,HIGH_RISK,HIGH_RISK,2025-06-12,,2027-06-12,114.72,0.0986,2999.0,0,,Not Required,,HIGH_RISK,Active
A004306,P004306,GROWTH,GROWTH,2023-12-01,,2025-11-30,67.75,0.0609,499.0,0,,Not Required,,GROWTH,Review Overdue
A004307,P004307,STRATEGIC,STRATEGIC,2019-03-10,,2021-03-09,27.29,0.0226,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A004308,P004308,HIGH_RISK,HIGH_RISK,2025-01-23,,2027-01-23,106.47,0.1025,2999.0,0,,Not Required,,HIGH_RISK,Active
A004309,P004309,SCALE,LAUNCH,2023-09-21,,2024-03-19,33.45,0.0384,1999.0,1,Legacy plan extension,Approved,Product Director,SCALE,Review Overdue
A004310,P004310,SCALE,SCALE,2023-02-27,,2025-02-26,43.98,0.0389,1999.0,0,,Not Required,,SCALE,Review Overdue
A004311,P004311,GROWTH,GROWTH,2024-01-20,,2026-01-19,66.59,0.058,499.0,0,,Not Required,,GROWTH,Review Overdue
A004312,P004312,GROWTH,GROWTH,2023-11-30,,2025-11-29,68.29,0.0646,499.0,0,,Not Required,,GROWTH,Review Overdue
A004313,P004313,SCALE,SCALE,2023-04-04,,2025-04-03,44.47,0.0358,1999.0,0,,Not Required,,SCALE,Review Overdue
A004314,P004314,LAUNCH,LAUNCH,2025-03-11,,2027-03-11,88.84,0.0803,99.0,0,,Not Required,,LAUNCH,Active
A004315,P004315,LAUNCH,LAUNCH,2025-02-11,,2027-02-11,86.46,0.0799,99.0,0,,Not Required,,LAUNCH,Active
A004316,P004316,HIGH_RISK,HIGH_RISK,2024-03-20,,2026-03-20,107.92,0.1021,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004317,P004317,GROWTH,GROWTH,2024-09-06,,2026-09-06,73.65,0.0651,499.0,0,,Not Required,,GROWTH,Review Due Soon
A004318,P004318,GROWTH,GROWTH,2024-04-11,,2026-04-11,71.98,0.0556,499.0,0,,Not Required,,GROWTH,Review Overdue
A004319,P004319,HIGH_RISK,HIGH_RISK,2024-02-14,,2026-02-13,109.88,0.0981,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004320,P004320,SCALE,SCALE,2023-05-14,,2025-05-13,44.53,0.0456,1999.0,0,,Not Required,,SCALE,Review Overdue
A004321,P004321,HIGH_RISK,HIGH_RISK,2019-07-20,,2020-07-19,109.85,0.1017,2999.0,1,High-risk waiver,Approved,Revenue Management,HIGH_RISK,Review Overdue
A004322,P004322,HIGH_RISK,HIGH_RISK,2023-06-25,,2025-06-24,111.74,0.1039,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004323,P004323,LAUNCH,LAUNCH,2024-03-01,,2026-03-01,89.47,0.0811,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004324,P004324,LAUNCH,LAUNCH,2022-10-17,,2024-10-16,89.71,0.0743,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004325,P004325,SCALE,SCALE,2025-07-12,,2027-07-12,45.88,0.0457,1999.0,0,,Not Required,,SCALE,Active
A004326,P004326,HIGH_RISK,HIGH_RISK,2021-02-16,,2023-02-16,110.6,0.0991,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004327,P004327,LAUNCH,LAUNCH,2023-07-31,,2025-07-30,91.99,0.0762,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004328,P004328,SCALE,SCALE,2024-05-13,,2026-05-13,46.04,0.0384,1999.0,0,,Not Required,,SCALE,Review Overdue
A004329,P004329,LAUNCH,LAUNCH,2023-06-25,,2025-06-24,90.47,0.0868,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004330,P004330,PLATFORM_ISV,PLATFORM_ISV,2024-01-14,,2026-01-13,53.78,0.0445,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004331,P004331,STRATEGIC,STRATEGIC,2024-03-23,,2026-03-23,17.44,0.0256,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A004332,P004332,GROWTH,GROWTH,2025-03-22,,2027-03-22,54.45,0.0558,499.0,1,Discounted bps,Approved,Revenue Management,GROWTH,Active
A004333,P004333,SCALE,SCALE,2023-10-11,,2025-10-10,41.44,0.0399,1999.0,0,,Not Required,,SCALE,Review Overdue
A004334,P004334,SCALE,SCALE,2021-07-03,,2023-07-03,46.25,0.0372,1999.0,0,,Not Required,,SCALE,Review Overdue
A004335,P004335,PLATFORM_ISV,PLATFORM_ISV,2023-10-12,,2025-10-11,58.47,0.0548,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004336,P004336,GROWTH,GROWTH,2018-03-17,,2020-03-16,73.89,0.0581,499.0,0,,Not Required,,GROWTH,Review Overdue
A004337,P004337,LAUNCH,LAUNCH,2023-04-05,,2023-10-02,87.77,0.076,0.0,1,Waived monthly minimum,Approved,Product Director,LAUNCH,Review Overdue
A004338,P004338,PLATFORM_ISV,PLATFORM_ISV,2022-07-12,,2024-07-11,52.73,0.0521,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004339,P004339,STRATEGIC,STRATEGIC,2024-11-11,,2026-11-11,29.96,0.0295,4999.0,0,,Not Required,,STRATEGIC,Active
A004340,P004340,HIGH_RISK,HIGH_RISK,2023-07-02,,2025-07-01,113.61,0.1036,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004341,P004341,STRATEGIC,STRATEGIC,2025-08-01,,2027-08-01,26.67,0.0235,4999.0,0,,Not Required,,STRATEGIC,Active
A004342,P004342,SCALE,SCALE,2024-12-30,,2026-12-30,46.34,0.0434,1999.0,0,,Not Required,,SCALE,Active
A004343,P004343,HIGH_RISK,HIGH_RISK,2018-11-14,,2020-11-13,110.48,0.0995,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004344,P004344,LAUNCH,LAUNCH,2023-11-13,,2025-11-12,89.93,0.0806,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004345,P004345,STRATEGIC,LAUNCH,2025-07-02,,2026-07-02,5.3,0.0348,4999.0,1,Legacy plan extension,Pending,Pricing Governance,STRATEGIC,Review Due Soon
A004346,P004346,HIGH_RISK,HIGH_RISK,2023-04-16,,2025-04-15,112.18,0.0994,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004347,P004347,HIGH_RISK,HIGH_RISK,2023-05-05,,2025-05-04,114.1,0.0994,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004348,P004348,PLATFORM_ISV,PLATFORM_ISV,2024-05-31,,2026-05-31,56.41,0.0479,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004349,P004349,HIGH_RISK,HIGH_RISK,2024-05-31,,2026-05-31,100.75,0.1015,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004350,P004350,LEGACY_ENTERPRISE,PLATFORM_ISV,2018-08-31,,2019-02-27,20.61,0.0377,0.0,1,Volume threshold waiver,Approved,Product Director,LEGACY_ENTERPRISE,Review Overdue
A004351,P004351,HIGH_RISK,HIGH_RISK,2024-01-27,,2026-01-26,111.78,0.0995,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004352,P004352,PLATFORM_ISV,PLATFORM_ISV,2025-01-21,,2027-01-21,56.3,0.047,999.0,0,,Not Required,,PLATFORM_ISV,Active
A004353,P004353,GROWTH,GROWTH,2023-08-16,,2025-08-15,79.22,0.0574,499.0,0,,Not Required,,GROWTH,Review Overdue
A004354,P004354,HIGH_RISK,HIGH_RISK,2024-04-15,,2026-04-15,109.82,0.1086,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004355,P004355,PLATFORM_ISV,PLATFORM_ISV,2024-06-17,,2026-06-17,49.69,0.0558,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004356,P004356,PLATFORM_ISV,PLATFORM_ISV,2023-10-06,,2025-10-05,61.42,0.0585,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A004357,P004357,GROWTH,GROWTH,2023-05-27,,2025-05-26,66.91,0.062,499.0,0,,Not Required,,GROWTH,Review Overdue
A004358,P004358,STRATEGIC,STRATEGIC,2021-12-20,,2023-12-20,27.09,0.0235,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A004359,P004359,LAUNCH,LAUNCH,2024-06-10,,2026-06-10,82.65,0.0808,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004360,P004360,LAUNCH,LAUNCH,2025-04-23,,2027-04-23,88.18,0.0717,99.0,0,,Not Required,,LAUNCH,Active
A004361,P004361,HIGH_RISK,HIGH_RISK,2023-11-25,,2025-11-24,110.21,0.0966,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004362,P004362,LAUNCH,LAUNCH,2023-07-11,,2025-07-10,89.26,0.077,99.0,0,,Not Required,,LAUNCH,Review Overdue
A004363,P004363,GROWTH,GROWTH,2025-04-15,,2027-04-15,75.45,0.0624,499.0,0,,Not Required,,GROWTH,Active
A004364,P004364,STRATEGIC,STRATEGIC,2023-04-09,,2025-04-08,22.6,0.0242,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A004365,P004365,SCALE,SCALE,2023-05-18,,2025-05-17,46.46,0.0376,1999.0,0,,Not Required,,SCALE,Review Overdue
A004366,P004366,SCALE,SCALE,2024-01-17,,2026-01-16,46.15,0.0484,1999.0,0,,Not Required,,SCALE,Review Overdue
A004367,P004367,SCALE,SCALE,2018-09-28,,2020-09-27,50.35,0.0434,1999.0,0,,Not Required,,SCALE,Review Overdue
A004368,P004368,GROWTH,GROWTH,2023-05-16,,2025-05-15,68.41,0.0612,499.0,0,,Not Required,,GROWTH,Review Overdue
A004369,P004369,GROWTH,GROWTH,2022-04-18,,2024-04-17,61.75,0.0562,499.0,0,,Not Required,,GROWTH,Review Overdue
A004370,P004370,HIGH_RISK,HIGH_RISK,2021-11-23,,2023-11-23,105.87,0.102,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A004371,P004371,LAUNCH,LAUNCH,2025-04-22,,2027-04-22,64.17,0.0808,99.0,1,Volume threshold waiver,Approved,Pricing Governance,LAUNCH,Active
