partner_id,partner_name,partner_type,industry_vertical,partner_size,partner_status,country,state,city,region,integration_type,sales_channel,risk_tier,kyc_status,pci_level,onboarding_date,relationship_manager_region,synthetic_record_flag,assignment_id,pricing_plan_id,recommended_pricing_plan_id,effective_date,expiration_date,review_due_date,negotiated_bps,negotiated_per_txn_fee_usd,monthly_minimum_fee_usd,exception_flag,exception_type,approval_status,approved_by_role,month,txn_count,payment_volume_usd,avg_ticket_usd,txn_growth_pct,volume_growth_pct,chargeback_rate,auth_approval_rate,active_merchants,refunds_usd,net_revenue_usd,gross_margin_usd,gross_margin_rate,as_of_month,partner_segment,segment_reason
P000001,NorthStar Commerce 0001,Technology Platform,Travel,SMB,Suspended,US,NY,New York,Northeast,API,Direct,High,Approved,Level 3,2019-06-15,Northeast,1,A000001,HIGH_RISK,HIGH_RISK,2023-04-12,,2025-04-11,106.63,0.102,2999.0,0,None,Not Required,None,2025-12-01,126,13089.63,103.11,18.87,13.9,0.0171,0.85482,6,202.09,3151.43,757.29,0.2403,2025-12-01,Inactive / Monitor,Status=Suspended; risk=High; volume=13090; txn_growth=18.87; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000759,Ironwood Payments 0759,Gateway,Travel,Enterprise,Active,US,NV,Reno,West,Direct Processor,Direct,High,Approved,Level 3,2017-03-05,West,1,A000759,HIGH_RISK,HIGH_RISK,2024-12-07,,2026-12-07,113.97,0.1023,2999.0,0,None,Not Required,None,2025-12-01,92432,18620023.03,201.44,23.0,20.83,0.01641,0.84568,31,393000.84,224667.2,23882.12,0.1063,2025-12-01,Risk Review,Status=Active; risk=High; volume=18620023; txn_growth=23.0; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000760,BluePeak Billing 0760,Merchant Acquirer,Utilities,Strategic,Active,US,PA,Harrisburg,Northeast,Batch File,Direct,Low,Expired,Level 4,2023-06-25,Northeast,1,A000760,STRATEGIC,STRATEGIC,2024-12-27,,2026-12-27,27.31,0.0221,4999.0,0,None,Not Required,None,2025-12-01,1035520,99487619.75,96.08,0.99,10.63,0.00145,0.93382,82,1717099.69,299584.68,143680.81,0.4796,2025-12-01,Strategic Growth,Status=Active; risk=Low; volume=99487620; txn_growth=0.99; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000761,Copper Commerce 0761,Bank Sponsor,Healthcare,Enterprise,Active,US,CA,San Francisco,West,SDK,Referral,Low,Approved,Level 2,2024-01-31,West,1,A000761,SCALE,SCALE,2025-04-07,,2027-04-07,34.0,0.0367,1999.0,0,None,Not Required,None,2025-12-01,78569,4780683.4,60.85,11.61,16.45,0.00457,0.91792,89,88885.54,21136.81,10838.96,0.5128,2025-12-01,Core Partner,Status=Active; risk=Low; volume=4780683; txn_growth=11.61; assigned_plan=SCALE; recommended_plan=SCALE
P000762,Clearwater Payments 0762,Financial Institution,Healthcare,SMB,Active,US,TX,Houston,South,SDK,Alliance,Low,Approved,Level 4,2023-12-07,South,1,A000762,LAUNCH,LAUNCH,2024-04-11,,2026-04-11,87.16,0.0808,99.0,0,None,Not Required,None,2025-12-01,367,40459.46,110.06,11.89,4.18,0.00032,0.92974,1,224.7,481.3,220.72,0.4586,2025-12-01,Core Partner,Status=Active; risk=Low; volume=40459; txn_growth=11.89; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000763,Prairie Financial 0763,ISO/Reseller,Retail,Enterprise,Active,US,TX,Austin,South,API,Referral,High,Approved,Level 2,2019-03-05,South,1,A000763,HIGH_RISK,HIGH_RISK,2025-01-02,,2027-01-02,104.78,0.1026,2999.0,0,None,Not Required,None,2025-12-01,115295,6683165.44,57.97,3.35,8.31,0.01398,0.81746,34,87573.36,84854.47,30462.75,0.359,2025-12-01,Risk Review,Status=Active; risk=High; volume=6683165; txn_growth=3.35; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000764,Summit Commerce 0764,Financial Institution,SaaS,SMB,Active,US,OH,Dayton,Midwest,Batch File,Partner-sourced,High,Approved,Level 1,2022-02-24,Midwest,1,A000764,HIGH_RISK,HIGH_RISK,2020-08-24,,2022-08-24,105.43,0.0961,2999.0,0,None,Not Required,None,2025-12-01,1951,137344.85,70.39,25.22,15.27,0.01278,0.86331,1,2339.87,4634.52,1382.94,0.2984,2025-12-01,Risk Review,Status=Active; risk=High; volume=137345; txn_growth=25.22; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000765,NorthStar Platform 0765,ISV,Logistics,SMB,Pilot,US,AZ,Tucson,West,API,Referral,Low,Approved,Level 3,2017-10-29,West,1,A000765,LAUNCH,LAUNCH,2024-09-09,,2026-09-09,91.31,0.0775,99.0,0,None,Not Required,None,2025-12-01,856,223746.56,261.38,-10.74,-4.69,0.00635,0.90925,1,1742.2,2208.37,1207.54,0.5468,2025-12-01,Inactive / Monitor,Status=Pilot; risk=Low; volume=223747; txn_growth=-10.74; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000766,Silverline Merchant Services 0766,Marketplace,Professional Services,SMB,Active,US,GA,Savannah,South,API,Referral,Medium,Approved,Level 4,2023-05-13,South,1,A000766,GROWTH,GROWTH,2024-02-09,,2026-02-08,68.03,0.0672,499.0,0,None,Not Required,None,2025-12-01,4036,408040.95,101.08,0.98,-4.97,0.00317,0.88808,7,3202.75,3546.12,1282.99,0.3618,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=408041; txn_growth=0.98; assigned_plan=GROWTH; recommended_plan=GROWTH
P000767,Summit Gateway 0767,Bank Sponsor,Utilities,Mid-Market,Active,US,OH,Columbus,Midwest,SFTP,Direct,Medium,Approved,Level 1,2023-10-19,Midwest,1,A000767,GROWTH,GROWTH,2025-01-30,,2027-01-30,72.87,0.0669,499.0,0,None,Not Required,None,2025-12-01,5536,391708.12,70.75,-0.16,-4.03,0.00449,0.89093,38,8679.97,3723.74,1659.67,0.4457,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=391708; txn_growth=-0.16; assigned_plan=GROWTH; recommended_plan=GROWTH
P000768,RedRock Processing 0768,ISV,Professional Services,Enterprise,Active,US,NJ,Jersey City,Northeast,API,Partner-sourced,Low,Approved,Level 2,2019-03-28,Northeast,1,A000768,PLATFORM_ISV,PLATFORM_ISV,2025-05-11,,2027-05-11,57.38,0.0521,999.0,0,None,Not Required,None,2025-12-01,26371,2861420.14,108.51,-0.81,-1.47,0.00366,0.89811,37,28369.99,18791.76,10869.15,0.5784,2025-12-01,Core Partner,Status=Active; risk=Low; volume=2861420; txn_growth=-0.81; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000769,Harbor Merchant Services 0769,Marketplace,Education,Enterprise,Dormant,US,NY,Syracuse,Northeast,API,Direct,Low,Expired,Level 2,2025-01-17,Northeast,1,A000769,GROWTH,GROWTH,2020-10-05,,2022-10-05,70.57,0.0605,499.0,0,None,Not Required,None,2025-12-01,2315,388002.79,167.55,6.1,1.53,0.0025,0.94411,42,4808.17,3377.19,1734.86,0.5137,2025-12-01,Inactive / Monitor,Status=Dormant; risk=Low; volume=388003; txn_growth=6.1; assigned_plan=GROWTH; recommended_plan=GROWTH
P000770,Summit Connect 0770,Technology Platform,Healthcare,Enterprise,Active,US,MA,Worcester,Northeast,API,Direct,Low,Approved,Level 3,2021-04-18,Northeast,1,A000770,PLATFORM_ISV,PLATFORM_ISV,2023-12-18,,2025-12-17,53.52,0.0476,999.0,0,None,Not Required,None,2025-12-01,128234,12616003.33,98.38,13.78,20.79,0.00165,0.94287,55,143860.42,74623.79,43110.16,0.5777,2025-12-01,Strategic Growth,Status=Active; risk=Low; volume=12616003; txn_growth=13.78; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000771,Keystone Checkout 0771,Gateway,Hospitality,Mid-Market,Active,US,CA,San Jose,West,Hosted Checkout,Partner-sourced,Medium,Expired,Level 3,2024-03-27,West,1,A000771,SCALE,SCALE,2024-12-27,,2026-12-27,43.69,0.0416,1999.0,0,None,Not Required,None,2025-12-01,69848,5686327.3,81.41,13.49,16.74,0.00398,0.92659,10,77020.25,29748.24,12797.69,0.4302,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=5686327; txn_growth=13.49; assigned_plan=SCALE; recommended_plan=SCALE
P000772,Oakstone Commerce 0772,Technology Platform,Healthcare,SMB,Active,US,MA,Springfield,Northeast,API,Direct,Medium,Approved,Level 1,2017-02-09,Northeast,1,A000772,LAUNCH,LAUNCH,2024-05-19,,2026-05-19,87.12,0.0816,99.0,0,None,Not Required,None,2025-12-01,1225,157570.64,128.62,-2.47,-10.34,0.00738,0.89372,2,3513.96,1571.72,691.56,0.44,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=157571; txn_growth=-2.47; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000773,Granite Financial 0773,ISV,Fintech,SMB,Active,US,CA,San Jose,West,API,Referral,Low,Approved,Level 4,2025-01-12,West,1,A000773,PLATFORM_ISV,PLATFORM_ISV,2023-05-18,,2025-05-17,58.51,0.0494,999.0,1,High-risk waiver,Approved,Pricing Governance,2025-12-01,3512,294423.6,83.83,9.92,11.74,0.0001,0.96132,6,2557.69,2895.17,1612.9,0.5571,2025-12-01,Core Partner,Status=Active; risk=Low; volume=294424; txn_growth=9.92; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000774,Maple Processing 0774,ISO/Reseller,SaaS,Mid-Market,Active,US,NY,New York,Northeast,API,Partner-sourced,Low,Approved,Level 2,2017-07-11,Northeast,1,A000774,GROWTH,GROWTH,2025-03-16,,2027-03-16,74.96,0.0634,499.0,0,None,Not Required,None,2025-12-01,13328,1277486.66,95.85,2.83,-6.63,0.0017,0.9188,2,15764.36,10920.04,6959.34,0.6373,2025-12-01,Core Partner,Status=Active; risk=Low; volume=1277487; txn_growth=2.83; assigned_plan=GROWTH; recommended_plan=GROWTH
P000775,Brightpath Payments 0775,Merchant Acquirer,SaaS,Mid-Market,Active,US,PA,Philadelphia,Northeast,SDK,Direct,Low,Approved,Level 4,2022-03-07,Northeast,1,A000775,GROWTH,GROWTH,2024-07-02,,2025-07-02,51.6,0.0582,499.0,1,Discounted bps,Approved,Revenue Management,2025-12-01,19226,1224870.8,63.71,5.6,14.46,0.00571,0.94039,21,20603.71,7938.29,4220.79,0.5317,2025-12-01,Core Partner,Status=Active; risk=Low; volume=1224871; txn_growth=5.6; assigned_plan=GROWTH; recommended_plan=GROWTH
P000776,Riverbend Financial 0776,Technology Platform,Fintech,Mid-Market,Active,US,CA,San Francisco,West,API,Alliance,Low,Approved,Level 2,2020-07-23,West,1,A000776,GROWTH,PLATFORM_ISV,2025-07-26,,2026-07-26,69.26,0.0612,499.0,1,High-risk waiver,Rejected,None,2025-12-01,10299,788114.64,76.52,3.83,7.26,0.00338,0.96675,6,17228.73,6587.78,3840.02,0.5829,2025-12-01,Pricing Review,Status=Active; risk=Low; volume=788115; txn_growth=3.83; assigned_plan=GROWTH; recommended_plan=PLATFORM_ISV
P000777,Summit Checkout 0777,Financial Institution,Fintech,SMB,Active,US,TX,Plano,South,Batch File,Partner-sourced,Low,Rejected,Level 1,2021-03-12,South,1,A000777,GROWTH,GROWTH,2025-04-15,,2027-04-15,67.31,0.0612,499.0,0,None,Not Required,None,2025-12-01,8974,572403.35,63.78,3.43,16.67,0.00476,0.94613,3,12135.49,4901.06,2932.79,0.5984,2025-12-01,Core Partner,Status=Active; risk=Low; volume=572403; txn_growth=3.43; assigned_plan=GROWTH; recommended_plan=GROWTH
P000778,Skyline Checkout 0778,Technology Platform,Retail,SMB,Active,US,CO,Boulder,West,API,Partner-sourced,Low,Approved,Level 4,2023-01-11,West,1,A000778,PLATFORM_ISV,PLATFORM_ISV,2024-05-05,,2025-05-05,50.83,0.0475,999.0,1,High-risk waiver,Approved,Product Director,2025-12-01,15126,1069572.72,70.71,21.46,14.54,0.00739,0.95693,5,25902.04,7154.12,4633.01,0.6476,2025-12-01,High-Growth Platform,Status=Active; risk=Low; volume=1069573; txn_growth=21.46; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000779,RedRock PayWorks 0779,ISV,Hospitality,SMB,Active,US,CO,Denver,West,SDK,Partner-sourced,High,Approved,Level 3,2018-11-29,West,1,A000779,PROMO_GROWTH,HIGH_RISK,2024-02-12,,2025-02-11,49.75,0.0413,0.0,1,Waived monthly minimum,Approved,Revenue Management,2025-12-01,5999,378222.49,63.04,19.53,15.75,0.01437,0.84341,5,8329.19,2129.42,493.6,0.2318,2025-12-01,Risk Review,Status=Active; risk=High; volume=378222; txn_growth=19.53; assigned_plan=PROMO_GROWTH; recommended_plan=HIGH_RISK
P000780,Copper Gateway 0780,Technology Platform,Logistics,Enterprise,Active,US,NC,Charlotte,South,API,Referral,Medium,Expired,Level 2,2023-06-26,South,1,A000780,PLATFORM_ISV,PLATFORM_ISV,2025-05-07,,2027-05-07,54.23,0.0498,999.0,0,None,Not Required,None,2025-12-01,8307,3053711.35,367.56,13.64,16.49,0.00784,0.82363,24,53831.18,17972.97,8069.86,0.449,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=3053711; txn_growth=13.64; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000781,Prairie Merchant Services 0781,Merchant Acquirer,Gaming,SMB,Active,US,WA,Spokane,West,Batch File,Alliance,Medium,Approved,Level 1,2024-04-04,West,1,A000781,HIGH_RISK,HIGH_RISK,2023-02-28,,2025-02-27,105.5,0.1039,2999.0,0,None,Not Required,None,2025-12-01,4120,106854.07,25.93,15.47,13.31,0.00833,0.94673,1,2187.6,4554.38,1937.43,0.4254,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=106854; txn_growth=15.47; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000782,Brightpath Billing 0782,Technology Platform,Fintech,SMB,Active,US,IL,Chicago,Midwest,API,Referral,Medium,Approved,Level 2,2022-12-02,Midwest,1,A000782,LAUNCH,LAUNCH,2024-04-22,,2026-04-22,94.96,0.0788,99.0,0,None,Not Required,None,2025-12-01,2608,210650.37,80.76,14.04,29.7,0.00608,0.91733,2,769.32,2304.85,1143.21,0.496,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=210650; txn_growth=14.04; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000783,Sunrise Checkout 0783,Marketplace,SaaS,Enterprise,Suspended,US,TX,Houston,South,Hosted Checkout,Referral,Low,Approved,Level 3,2023-12-17,South,1,A000783,GROWTH,GROWTH,2025-06-19,,2026-06-19,55.18,0.0569,499.0,1,Volume threshold waiver,Approved,Pricing Governance,2025-12-01,3968,412849.1,104.04,18.48,12.81,0.00264,0.93751,8,7607.53,3002.88,1689.72,0.5627,2025-12-01,Inactive / Monitor,Status=Suspended; risk=Low; volume=412849; txn_growth=18.48; assigned_plan=GROWTH; recommended_plan=GROWTH
P000784,Summit Gateway 0784,Technology Platform,Nonprofit,Mid-Market,Active,US,NY,Buffalo,Northeast,API,Alliance,High,Approved,Level 1,2017-03-09,Northeast,1,A000784,HIGH_RISK,HIGH_RISK,2024-05-23,,2026-05-23,118.22,0.1038,2999.0,0,None,Not Required,None,2025-12-01,21238,1233062.09,58.06,-5.48,-10.01,0.01048,0.86192,14,23505.84,19780.76,5702.79,0.2883,2025-12-01,Risk Review,Status=Active; risk=High; volume=1233062; txn_growth=-5.48; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000785,Evergreen Solutions 0785,ISO/Reseller,Fintech,SMB,Active,US,CA,Los Angeles,West,API,Referral,Low,Approved,Level 1,2021-10-31,West,1,A000785,LAUNCH,LAUNCH,2023-10-09,,2025-10-08,94.17,0.0809,99.0,0,None,Not Required,None,2025-12-01,687,65851.47,95.73,3.0,8.51,0.00747,0.93716,5,1119.73,774.7,368.45,0.4756,2025-12-01,Core Partner,Status=Active; risk=Low; volume=65851; txn_growth=3.0; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000786,RedRock Solutions 0786,Merchant Acquirer,Retail,SMB,Active,US,UT,Provo,West,API,Referral,High,Approved,Level 2,2023-10-25,West,1,A000786,LEGACY_STANDARD,HIGH_RISK,2020-05-17,,2022-05-17,59.99,0.0528,0.0,1,Discounted bps,Approved,Product Director,2025-12-01,1220,107517.1,88.12,-5.43,0.76,0.01857,0.87515,1,1968.78,709.41,177.71,0.2505,2025-12-01,Risk Review,Status=Active; risk=High; volume=107517; txn_growth=-5.43; assigned_plan=LEGACY_STANDARD; recommended_plan=HIGH_RISK
P000787,Summit Financial 0787,Marketplace,Utilities,SMB,Active,US,GA,Atlanta,South,API,Alliance,Low,Approved,Level 3,2019-07-17,South,1,A000787,GROWTH,GROWTH,2025-04-18,,2027-04-18,68.86,0.0593,499.0,0,None,Not Required,None,2025-12-01,2199,450450.62,204.8,-6.15,-3.32,0.00506,0.9164,2,5136.8,3731.2,1739.11,0.4661,2025-12-01,Core Partner,Status=Active; risk=Low; volume=450451; txn_growth=-6.15; assigned_plan=GROWTH; recommended_plan=GROWTH
P000788,Skyline Merchant Services 0788,Merchant Acquirer,Retail,Enterprise,Active,US,NY,Rochester,Northeast,SDK,Alliance,Medium,Approved,Level 2,2020-03-25,Northeast,1,A000788,SCALE,SCALE,2024-07-12,,2026-07-12,38.25,0.0322,1999.0,0,None,Not Required,None,2025-12-01,60259,4209926.74,69.86,9.32,14.37,0.01174,0.87048,82,72934.96,20042.31,8259.44,0.4121,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=4209927; txn_growth=9.32; assigned_plan=SCALE; recommended_plan=SCALE
P000789,Cedar PayTech 0789,Technology Platform,Fintech,Mid-Market,Suspended,US,FL,Miami,South,API,Direct,Low,Approved,Level 2,2019-02-07,South,1,A000789,PLATFORM_ISV,PLATFORM_ISV,2020-07-07,,2022-07-07,55.17,0.0464,999.0,0,None,Not Required,None,2025-12-01,5066,323966.01,63.94,-23.76,-22.08,0.00256,0.91969,25,3145.47,3021.38,1395.27,0.4618,2025-12-01,Inactive / Monitor,Status=Suspended; risk=Low; volume=323966; txn_growth=-23.76; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000790,NorthStar Connect 0790,Marketplace,Nonprofit,SMB,Active,US,VA,Richmond,South,SDK,Partner-sourced,High,Expired,Level 3,2020-12-13,South,1,A000790,HIGH_RISK,HIGH_RISK,2025-05-02,,2027-05-02,102.41,0.0938,2999.0,0,None,Not Required,None,2025-12-01,1674,97980.81,58.5,-5.85,-3.6,0.01852,0.81664,4,1347.2,4159.44,1106.0,0.2659,2025-12-01,Risk Review,Status=Active; risk=High; volume=97981; txn_growth=-5.85; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000791,Copper PayTech 0791,Gateway,Education,SMB,Active,US,CA,San Francisco,West,API,Direct,Low,Approved,Level 1,2025-06-20,West,1,A000791,LAUNCH,LAUNCH,2025-02-04,,2027-02-04,85.28,0.0829,99.0,0,None,Not Required,None,2025-12-01,316,49770.49,157.16,9.34,-1.93,0.00188,0.93816,6,968.25,549.64,306.48,0.5576,2025-12-01,Core Partner,Status=Active; risk=Low; volume=49770; txn_growth=9.34; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000792,Sunrise Payments 0792,Financial Institution,Professional Services,Mid-Market,Active,US,GA,Augusta,South,API,Direct,Low,Approved,Level 2,2020-12-15,South,1,A000792,SCALE,SCALE,2024-11-20,,2026-11-20,44.41,0.0402,1999.0,0,None,Not Required,None,2025-12-01,10891,2229001.87,204.65,7.26,7.32,0.00109,0.89744,12,21381.32,12335.82,6743.99,0.5467,2025-12-01,Core Partner,Status=Active; risk=Low; volume=2229002; txn_growth=7.26; assigned_plan=SCALE; recommended_plan=SCALE
P000793,NorthStar PayTech 0793,Financial Institution,Logistics,Enterprise,Active,US,FL,Fort Lauderdale,South,SFTP,Alliance,Medium,Approved,Level 3,2021-08-08,South,1,A000793,SCALE,SCALE,2025-01-26,,2027-01-26,45.19,0.0397,1999.0,0,None,Not Required,None,2025-12-01,13352,3526767.72,264.13,19.25,-0.51,0.00389,0.88961,104,86986.59,18466.54,6274.93,0.3398,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=3526768; txn_growth=19.25; assigned_plan=SCALE; recommended_plan=SCALE
P000794,Evergreen Merchant Services 0794,Merchant Acquirer,Retail,Mid-Market,Active,US,GA,Savannah,South,API,Partner-sourced,Medium,Approved,Level 4,2018-03-19,South,1,A000794,GROWTH,GROWTH,2024-09-19,,2026-09-19,69.77,0.0577,499.0,0,None,Not Required,None,2025-12-01,23725,1774388.39,74.79,35.02,22.73,0.00628,0.90457,21,41532.19,14247.84,7349.04,0.5158,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=1774388; txn_growth=35.02; assigned_plan=GROWTH; recommended_plan=GROWTH
P000795,Evergreen Connect 0795,Gateway,Education,Strategic,Active,US,AZ,Tempe,West,SDK,Partner-sourced,Low,Approved,Level 2,2021-09-06,West,1,A000795,STRATEGIC,STRATEGIC,2023-10-26,,2025-10-25,19.57,0.0263,4999.0,0,None,Not Required,None,2025-12-01,46154,9217415.99,199.71,-16.86,-15.16,0.00023,0.90236,55,65823.83,24251.33,13212.12,0.5448,2025-12-01,Strategic Growth,Status=Active; risk=Low; volume=9217416; txn_growth=-16.86; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000796,Riverbend Commerce 0796,Technology Platform,Fintech,SMB,Active,US,NJ,Jersey City,Northeast,SDK,Referral,Medium,Approved,Level 3,2017-02-04,Northeast,1,A000796,PLATFORM_ISV,PLATFORM_ISV,2021-04-22,,2023-04-22,61.16,0.0445,999.0,0,None,Not Required,None,2025-12-01,4589,369379.55,80.49,-7.61,-4.75,0.01105,0.92349,2,9220.85,3462.34,1276.91,0.3688,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=369380; txn_growth=-7.61; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000797,Riverbend Payments 0797,Marketplace,Fintech,SMB,Active,US,TN,Memphis,South,API,Direct,Low,Approved,Level 2,2022-02-03,South,1,A000797,LAUNCH,LAUNCH,2025-01-14,,2026-01-14,73.55,0.0889,99.0,1,Legacy plan extension,Expired,Product Director,2025-12-01,904,78634.81,86.92,19.58,11.61,0.00202,0.995,10,985.67,757.72,501.76,0.6622,2025-12-01,Core Partner,Status=Active; risk=Low; volume=78635; txn_growth=19.58; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000798,Copper Merchant Services 0798,Technology Platform,Professional Services,Mid-Market,Active,US,GA,Atlanta,South,API,Direct,Medium,Approved,Level 1,2023-04-16,South,1,A000798,PLATFORM_ISV,PLATFORM_ISV,2022-10-11,,2024-10-10,52.54,0.0452,999.0,0,None,Not Required,None,2025-12-01,7899,1865957.5,236.21,19.43,8.59,0.00921,0.9358,2,36167.2,11159.78,5343.3,0.4788,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=1865958; txn_growth=19.43; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000799,Evergreen Platform 0799,Technology Platform,Gaming,Mid-Market,Active,US,WA,Spokane,West,API,Partner-sourced,High,Approved,Level 1,2021-06-23,West,1,A000799,HIGH_RISK,HIGH_RISK,2025-07-30,,2027-07-30,107.48,0.098,2999.0,0,None,Not Required,None,2025-12-01,23368,1143756.73,48.94,16.78,9.14,0.01889,0.86399,19,15025.26,17582.16,2002.61,0.1139,2025-12-01,Risk Review,Status=Active; risk=High; volume=1143757; txn_growth=16.78; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000800,Harbor Financial 0800,Gateway,SaaS,SMB,Pilot,US,TN,Memphis,South,API,Direct,Low,Pending Review,Level 1,2018-07-10,South,1,A000800,LAUNCH,LAUNCH,2024-12-06,,2026-12-06,92.24,0.0822,99.0,0,None,Not Required,None,2025-12-01,659,60827.7,92.17,1.23,14.69,0.00102,0.91996,1,1001.58,714.24,452.4,0.6334,2025-12-01,Inactive / Monitor,Status=Pilot; risk=Low; volume=60828; txn_growth=1.23; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000801,Sunrise PayWorks 0801,Technology Platform,Fintech,Mid-Market,Pilot,US,CO,Colorado Springs,West,API,Referral,Low,Approved,Level 3,2020-07-07,West,1,A000801,PLATFORM_ISV,PLATFORM_ISV,2023-09-04,,2025-09-03,57.83,0.0521,999.0,0,None,Not Required,None,2025-12-01,13446,896000.67,66.64,-0.36,1.26,0.00146,0.97639,2,9694.4,6881.11,3308.44,0.4808,2025-12-01,Inactive / Monitor,Status=Pilot; risk=Low; volume=896001; txn_growth=-0.36; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000802,Ironwood Commerce 0802,ISO/Reseller,Nonprofit,Mid-Market,Active,US,CA,San Jose,West,Direct Processor,Direct,Low,Approved,Level 4,2025-06-23,West,1,A000802,SCALE,SCALE,2018-09-02,,2020-09-01,40.9,0.037,1999.0,0,None,Not Required,None,2025-12-01,38080,2116664.08,55.58,1.95,6.66,0.00233,0.9294,26,13532.79,12065.12,7201.67,0.5969,2025-12-01,Core Partner,Status=Active; risk=Low; volume=2116664; txn_growth=1.95; assigned_plan=SCALE; recommended_plan=SCALE
P000803,Clearwater Platform 0803,ISO/Reseller,Professional Services,Mid-Market,Active,US,GA,Savannah,South,SDK,Direct,Medium,Pending Review,Level 4,2024-07-07,South,1,A000803,GROWTH,GROWTH,2024-11-09,,2025-05-08,67.18,0.0553,499.0,1,Volume threshold waiver,Approved,Revenue Management,2025-12-01,1516,402285.01,265.25,-12.22,2.6,0.00916,0.95605,4,9095.36,3285.39,1503.39,0.4576,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=402285; txn_growth=-12.22; assigned_plan=GROWTH; recommended_plan=GROWTH
P000804,Brightpath Processing 0804,Financial Institution,Retail,SMB,Active,US,GA,Alpharetta,South,SDK,Direct,High,Approved,Level 1,2024-09-29,South,1,A000804,HIGH_RISK,HIGH_RISK,2018-08-10,,2020-08-09,106.72,0.1007,2999.0,0,None,Not Required,None,2025-12-01,19453,543595.83,27.94,20.63,23.46,0.0147,0.85748,1,8267.9,10759.17,3181.49,0.2957,2025-12-01,Risk Review,Status=Active; risk=High; volume=543596; txn_growth=20.63; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000805,Prairie Merchant Services 0805,Marketplace,Gaming,SMB,Active,US,NY,Syracuse,Northeast,Hosted Checkout,Alliance,Medium,Approved,Level 2,2024-03-05,Northeast,1,A000805,HIGH_RISK,HIGH_RISK,2018-08-14,,2020-08-13,102.46,0.0961,2999.0,0,None,Not Required,None,2025-12-01,6118,266186.69,43.51,8.73,3.79,0.0125,0.94815,10,3790.26,6314.29,2412.69,0.3821,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=266187; txn_growth=8.73; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000806,Summit Solutions 0806,Marketplace,Utilities,Enterprise,Active,US,CO,Colorado Springs,West,API,Direct,Medium,Approved,Level 1,2018-02-01,West,1,A000806,SCALE,SCALE,2023-02-09,,2025-02-08,42.8,0.0418,1999.0,0,None,Not Required,None,2025-12-01,77126,7628774.46,98.91,-5.89,4.01,0.00331,0.94255,23,81008.24,37874.02,12706.73,0.3355,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=7628774; txn_growth=-5.89; assigned_plan=SCALE; recommended_plan=SCALE
