partner_id,partner_name,partner_type,industry_vertical,partner_size,partner_status,country,state,city,region,integration_type,sales_channel,risk_tier,kyc_status,pci_level,onboarding_date,relationship_manager_region,synthetic_record_flag,industry,status
P003455,Summit Connect 3455,Gateway,Professional Services,Mid-Market,Active,US,TN,Nashville,South,API,Partner-sourced,Low,Approved,Level 3,2023-11-04,South,1,Professional Services,Active
P003456,Skyline Merchant Services 3456,Technology Platform,Retail,SMB,Active,US,CA,San Diego,West,SDK,Referral,High,Approved,Level 3,2024-03-16,West,1,Retail,Active
P003457,NorthStar Platform 3457,ISV,Hospitality,Enterprise,Active,US,FL,Orlando,South,Hosted Checkout,Referral,Low,Approved,Level 3,2019-01-29,South,1,Hospitality,Active
P003458,Brightpath Solutions 3458,Merchant Acquirer,SaaS,Mid-Market,Suspended,US,WA,Seattle,West,API,Direct,Low,Approved,Level 1,2017-08-26,West,1,SaaS,Suspended
P003459,Copper Processing 3459,ISV,Healthcare,Enterprise,Active,US,WA,Bellevue,West,Direct Processor,Referral,Low,Approved,Level 4,2021-12-20,West,1,Healthcare,Active
P003460,Maple PayWorks 3460,ISV,Healthcare,Enterprise,Active,US,NC,Raleigh,South,SDK,Direct,Low,Approved,Level 3,2020-04-03,South,1,Healthcare,Active
P003461,NorthStar Connect 3461,ISO/Reseller,Retail,Mid-Market,Active,US,TX,Houston,South,Hosted Checkout,Partner-sourced,Low,Approved,Level 1,2025-01-24,South,1,Retail,Active
P003462,Clearwater Processing 3462,Technology Platform,SaaS,Mid-Market,Active,US,CA,San Jose,West,API,Partner-sourced,Medium,Approved,Level 2,2022-05-07,West,1,SaaS,Active
P003463,Prairie Financial 3463,Merchant Acquirer,Retail,Mid-Market,Active,US,NC,Raleigh,South,Direct Processor,Direct,High,Approved,Level 1,2017-01-29,South,1,Retail,Active
P003464,Clearwater Financial 3464,Bank Sponsor,Government,SMB,Active,US,GA,Alpharetta,South,SDK,Alliance,High,Approved,Level 2,2021-07-01,South,1,Government,Active
P003465,Clearwater Merchant Services 3465,Gateway,Retail,Mid-Market,Active,US,CA,San Jose,West,API,Direct,Low,Approved,Level 2,2023-03-17,West,1,Retail,Active
P003466,Copper Payments 3466,Technology Platform,SaaS,SMB,Suspended,US,CO,Aurora,West,API,Direct,Medium,Approved,Level 2,2022-06-09,West,1,SaaS,Suspended
P003467,Prairie Gateway 3467,ISO/Reseller,Retail,Mid-Market,Active,US,FL,Jacksonville,South,Hosted Checkout,Referral,Low,Approved,Level 3,2020-12-05,South,1,Retail,Active
P003468,NorthStar Merchant Services 3468,Gateway,Professional Services,SMB,Active,US,WA,Bellevue,West,Hosted Checkout,Alliance,High,Pending Review,Level 4,2019-02-14,West,1,Professional Services,Active
P003469,Summit Payments 3469,Technology Platform,Nonprofit,Enterprise,Active,US,MA,Worcester,Northeast,SDK,Direct,Low,Approved,Level 3,2024-05-03,Northeast,1,Nonprofit,Active
P003470,Prairie Billing 3470,Gateway,Fintech,Mid-Market,Pilot,US,CA,San Francisco,West,Hosted Checkout,Referral,Medium,Approved,Level 2,2020-07-07,West,1,Fintech,Pilot
P003471,Oakstone Platform 3471,Marketplace,Retail,Mid-Market,Active,US,AZ,Phoenix,West,API,Referral,Low,Approved,Level 2,2024-04-04,West,1,Retail,Active
P003472,Copper Payments 3472,Financial Institution,Retail,Mid-Market,Dormant,US,PA,Philadelphia,Northeast,API,Direct,Low,Approved,Level 3,2024-05-15,Northeast,1,Retail,Dormant
P003473,Riverbend Payments 3473,Technology Platform,SaaS,Enterprise,Active,US,GA,Savannah,South,Hosted Checkout,Alliance,Low,Approved,Level 2,2018-09-26,South,1,SaaS,Active
P003474,Granite Platform 3474,ISV,Retail,Mid-Market,Active,US,CO,Aurora,West,API,Direct,Low,Approved,Level 4,2020-08-04,West,1,Retail,Active
P003475,Granite Solutions 3475,Bank Sponsor,Fintech,SMB,Active,US,MA,Boston,Northeast,Hosted Checkout,Direct,Low,Approved,Level 2,2017-02-25,Northeast,1,Fintech,Active
P003476,Silverline Billing 3476,Merchant Acquirer,Healthcare,Mid-Market,Active,US,PA,Philadelphia,Northeast,Hosted Checkout,Alliance,Low,Approved,Level 3,2025-02-15,Northeast,1,Healthcare,Active
P003477,Ironwood Connect 3477,Gateway,Utilities,SMB,Active,US,VA,Richmond,South,SDK,Direct,Low,Rejected,Level 1,2025-04-11,South,1,Utilities,Active
P003478,Brightpath Solutions 3478,Merchant Acquirer,SaaS,SMB,Pilot,US,IL,Peoria,Midwest,SFTP,Direct,Low,Approved,Level 4,2017-09-01,Midwest,1,SaaS,Pilot
P003479,Clearwater Merchant Services 3479,Merchant Acquirer,Retail,Mid-Market,Active,US,FL,Orlando,South,SDK,Direct,Medium,Approved,Level 2,2023-04-08,South,1,Retail,Active
P003480,RedRock Connect 3480,ISV,Healthcare,Enterprise,Suspended,US,NY,Buffalo,Northeast,API,Direct,Low,Approved,Level 1,2020-08-19,Northeast,1,Healthcare,Suspended
P003481,Clearwater Solutions 3481,Technology Platform,Hospitality,SMB,Active,US,CA,Sacramento,West,SDK,Direct,Low,Approved,Level 2,2024-04-14,West,1,Hospitality,Active
P003482,Granite Processing 3482,Marketplace,Hospitality,SMB,Active,US,GA,Savannah,South,API,Direct,Low,Approved,Level 3,2021-02-06,South,1,Hospitality,Active
P003483,Keystone Financial 3483,ISO/Reseller,Retail,Mid-Market,Terminated,US,TX,Dallas,South,SDK,Direct,Medium,Approved,Level 3,2017-09-22,South,1,Retail,Terminated
P003484,Summit Financial 3484,Marketplace,SaaS,SMB,Active,US,UT,Ogden,West,SFTP,Alliance,Medium,Expired,Level 4,2020-09-06,West,1,SaaS,Active
P003485,Copper Financial 3485,Financial Institution,Fintech,Mid-Market,Active,US,GA,Atlanta,South,API,Alliance,Low,Approved,Level 2,2023-01-05,South,1,Fintech,Active
P003486,Granite Checkout 3486,Technology Platform,Retail,Enterprise,Active,US,GA,Augusta,South,API,Partner-sourced,Low,Approved,Level 2,2017-04-01,South,1,Retail,Active
P003487,Maple Financial 3487,Bank Sponsor,Hospitality,Mid-Market,Pilot,US,NY,Buffalo,Northeast,API,Partner-sourced,Medium,Approved,Level 3,2019-05-12,Northeast,1,Hospitality,Pilot
P003488,Skyline Checkout 3488,Merchant Acquirer,SaaS,Mid-Market,Terminated,US,AZ,Mesa,West,Direct Processor,Direct,Medium,Approved,Level 1,2024-02-20,West,1,SaaS,Terminated
P003489,Evergreen Checkout 3489,ISV,Hospitality,Enterprise,Active,US,AZ,Tempe,West,SDK,Direct,Low,Approved,Level 1,2018-09-17,West,1,Hospitality,Active
P003490,Brightpath PayWorks 3490,Marketplace,SaaS,Enterprise,Dormant,US,NY,Syracuse,Northeast,API,Direct,Medium,Approved,Level 3,2017-06-12,Northeast,1,SaaS,Dormant
P003491,Riverbend Solutions 3491,ISV,Travel,Mid-Market,Dormant,US,CA,San Diego,West,SDK,Referral,High,Approved,Level 2,2022-05-17,West,1,Travel,Dormant
P003492,NorthStar Connect 3492,Bank Sponsor,Utilities,Strategic,Active,US,GA,Savannah,South,Hosted Checkout,Alliance,Low,Approved,Level 3,2018-01-23,South,1,Utilities,Active
P003493,NorthStar Checkout 3493,Marketplace,Hospitality,SMB,Active,US,NJ,Newark,Northeast,API,Alliance,Medium,Approved,Level 1,2019-12-18,Northeast,1,Hospitality,Active
P003494,Ironwood Solutions 3494,Technology Platform,Retail,Enterprise,Active,US,NJ,Jersey City,Northeast,SDK,Alliance,Low,Pending Review,Level 4,2024-04-26,Northeast,1,Retail,Active
P003495,Evergreen Solutions 3495,Merchant Acquirer,Utilities,SMB,Active,US,WA,Tacoma,West,Batch File,Direct,Low,Approved,Level 4,2021-01-14,West,1,Utilities,Active
P003496,BluePeak Payments 3496,ISV,Utilities,Mid-Market,Pilot,US,CA,San Francisco,West,API,Direct,Low,Approved,Level 2,2017-08-09,West,1,Utilities,Pilot
P003497,Copper Financial 3497,Marketplace,Professional Services,SMB,Active,US,NJ,Trenton,Northeast,Batch File,Referral,Low,Approved,Level 2,2020-03-24,Northeast,1,Professional Services,Active
P003498,Ironwood Connect 3498,Marketplace,Professional Services,SMB,Active,US,NV,Las Vegas,West,Hosted Checkout,Referral,Medium,Approved,Level 4,2020-10-03,West,1,Professional Services,Active
P003499,Brightpath Financial 3499,Technology Platform,Nonprofit,SMB,Pilot,US,CA,Sacramento,West,API,Direct,Low,Approved,Level 3,2018-11-01,West,1,Nonprofit,Pilot
P003500,Sunrise PayWorks 3500,Marketplace,Travel,Strategic,Active,US,CO,Denver,West,Hosted Checkout,Direct,Low,Approved,Level 1,2017-12-23,West,1,Travel,Active
P003501,RedRock Solutions 3501,Marketplace,Professional Services,Mid-Market,Active,US,TX,Austin,South,API,Partner-sourced,Low,Expired,Level 4,2023-12-30,South,1,Professional Services,Active
P003502,Keystone Gateway 3502,ISO/Reseller,Education,Strategic,Active,US,PA,Harrisburg,Northeast,Hosted Checkout,Direct,Low,Approved,Level 2,2024-02-18,Northeast,1,Education,Active
P003503,Copper Merchant Services 3503,Gateway,Fintech,SMB,Active,US,MN,Duluth,Midwest,API,Alliance,Low,Approved,Level 2,2022-05-23,Midwest,1,Fintech,Active
P003504,Cedar PayWorks 3504,ISO/Reseller,Retail,SMB,Active,US,AZ,Mesa,West,API,Alliance,Low,Approved,Level 3,2022-01-06,West,1,Retail,Active
P003505,Maple Financial 3505,Financial Institution,Logistics,SMB,Active,US,NV,Henderson,West,API,Direct,Low,Rejected,Level 3,2017-09-12,West,1,Logistics,Active
P003506,Summit Merchant Services 3506,Gateway,SaaS,Mid-Market,Active,US,NC,Durham,South,Hosted Checkout,Direct,High,Approved,Level 1,2018-11-30,South,1,SaaS,Active
P003507,Riverbend Commerce 3507,ISO/Reseller,Travel,Enterprise,Active,US,MI,Detroit,Midwest,API,Alliance,Low,Approved,Level 3,2018-12-02,Midwest,1,Travel,Active
P003508,Riverbend Market 3508,Merchant Acquirer,Gaming,SMB,Active,US,FL,Tampa,South,SFTP,Alliance,High,Approved,Level 1,2020-07-31,South,1,Gaming,Active
P003509,Riverbend Connect 3509,Financial Institution,Utilities,Enterprise,Active,US,MA,Boston,Northeast,Direct Processor,Referral,Low,Approved,Level 2,2018-05-30,Northeast,1,Utilities,Active
P003510,Cedar Payments 3510,ISO/Reseller,Retail,SMB,Dormant,US,AZ,Tucson,West,API,Direct,Low,Approved,Level 3,2021-04-07,West,1,Retail,Dormant
P003511,Evergreen Gateway 3511,Merchant Acquirer,Hospitality,SMB,Active,US,TX,San Antonio,South,Batch File,Alliance,Low,Approved,Level 2,2019-10-04,South,1,Hospitality,Active
P003512,Clearwater Commerce 3512,Marketplace,SaaS,Mid-Market,Active,US,AZ,Phoenix,West,API,Alliance,Low,Expired,Level 4,2021-01-14,West,1,SaaS,Active
P003513,Evergreen Solutions 3513,Marketplace,Utilities,SMB,Active,US,MI,Grand Rapids,Midwest,Batch File,Direct,Low,Pending Review,Level 3,2021-02-07,Midwest,1,Utilities,Active
P003514,Riverbend Merchant Services 3514,ISO/Reseller,Healthcare,SMB,Active,US,MA,Worcester,Northeast,API,Direct,Medium,Approved,Level 1,2022-04-12,Northeast,1,Healthcare,Active
P003515,Cedar Commerce 3515,Gateway,Logistics,Strategic,Active,US,MA,Boston,Northeast,Hosted Checkout,Referral,Medium,Pending Review,Level 1,2019-07-14,Northeast,1,Logistics,Active
P003516,Maple Payments 3516,Marketplace,Logistics,SMB,Active,US,TN,Memphis,South,API,Direct,Low,Approved,Level 3,2025-06-08,South,1,Logistics,Active
P003517,RedRock Gateway 3517,ISV,Professional Services,SMB,Active,US,CA,San Diego,West,API,Referral,Low,Approved,Level 2,2023-11-14,West,1,Professional Services,Active
P003518,Harbor Solutions 3518,Financial Institution,Fintech,SMB,Active,US,NY,Syracuse,Northeast,Direct Processor,Referral,Medium,Approved,Level 4,2017-01-14,Northeast,1,Fintech,Active
P003519,NorthStar Commerce 3519,Merchant Acquirer,Nonprofit,Mid-Market,Active,US,CA,San Diego,West,Direct Processor,Alliance,Low,Approved,Level 1,2022-02-07,West,1,Nonprofit,Active
P003520,Evergreen Market 3520,Marketplace,Nonprofit,Enterprise,Active,US,CA,San Francisco,West,SFTP,Partner-sourced,Low,Approved,Level 4,2022-12-31,West,1,Nonprofit,Active
P003521,NorthStar Payments 3521,Gateway,Government,Mid-Market,Active,US,TX,San Antonio,South,API,Direct,Low,Approved,Level 1,2021-06-24,South,1,Government,Active
P003522,Prairie Market 3522,Gateway,Hospitality,Enterprise,Active,US,FL,Miami,South,API,Direct,Low,Pending Review,Level 3,2023-08-21,South,1,Hospitality,Active
P003523,Clearwater Gateway 3523,Financial Institution,Utilities,SMB,Active,US,TX,Austin,South,API,Referral,Low,Pending Review,Level 3,2018-10-09,South,1,Utilities,Active
P003524,Silverline Financial 3524,ISV,Gaming,SMB,Active,US,CA,Los Angeles,West,Hosted Checkout,Direct,Medium,Approved,Level 2,2019-09-10,West,1,Gaming,Active
P003525,Silverline Financial 3525,Financial Institution,Retail,SMB,Dormant,US,CA,San Diego,West,API,Direct,Low,Approved,Level 1,2024-06-05,West,1,Retail,Dormant
P003526,Evergreen Commerce 3526,Financial Institution,Fintech,Mid-Market,Active,US,CA,Sacramento,West,API,Partner-sourced,Low,Approved,Level 4,2024-02-19,West,1,Fintech,Active
P003527,Granite Billing 3527,ISO/Reseller,Logistics,Mid-Market,Active,US,MI,Detroit,Midwest,API,Alliance,Low,Approved,Level 2,2023-09-08,Midwest,1,Logistics,Active
P003528,Prairie Platform 3528,ISV,Retail,SMB,Active,US,OH,Cincinnati,Midwest,API,Direct,Low,Approved,Level 4,2017-08-13,Midwest,1,Retail,Active
P003529,Harbor Platform 3529,Marketplace,Professional Services,Mid-Market,Active,US,MI,Detroit,Midwest,Direct Processor,Referral,Medium,Approved,Level 2,2019-02-06,Midwest,1,Professional Services,Active
P003530,Riverbend Gateway 3530,Marketplace,Fintech,Mid-Market,Active,US,FL,Fort Lauderdale,South,API,Direct,Medium,Approved,Level 2,2022-08-21,South,1,Fintech,Active
P003531,Cedar Gateway 3531,ISO/Reseller,Healthcare,Strategic,Active,US,TX,Dallas,South,SFTP,Partner-sourced,High,Expired,Level 2,2022-08-11,South,1,Healthcare,Active
P003532,BluePeak PayWorks 3532,ISV,SaaS,SMB,Active,US,PA,Pittsburgh,Northeast,API,Direct,Low,Approved,Level 2,2024-09-16,Northeast,1,SaaS,Active
P003533,Copper Merchant Services 3533,ISV,Professional Services,SMB,Pilot,US,TX,Austin,South,SFTP,Referral,Medium,Approved,Level 3,2024-03-27,South,1,Professional Services,Pilot
P003534,Harbor Gateway 3534,Gateway,SaaS,SMB,Active,US,TX,Dallas,South,Batch File,Partner-sourced,Low,Pending Review,Level 2,2024-03-17,South,1,SaaS,Active
P003535,Copper Processing 3535,Gateway,Logistics,Mid-Market,Pilot,US,TX,Houston,South,API,Referral,Medium,Pending Review,Level 3,2022-09-14,South,1,Logistics,Pilot
P003536,Granite Processing 3536,Technology Platform,Logistics,Strategic,Active,US,CA,Sacramento,West,API,Referral,Low,Approved,Level 1,2021-01-20,West,1,Logistics,Active
P003537,NorthStar Solutions 3537,Merchant Acquirer,Logistics,SMB,Active,US,TX,Dallas,South,API,Alliance,Low,Approved,Level 1,2021-09-22,South,1,Logistics,Active
P003538,Skyline PayTech 3538,ISO/Reseller,Professional Services,Enterprise,Active,US,NY,Rochester,Northeast,Batch File,Referral,Low,Approved,Level 2,2025-05-02,Northeast,1,Professional Services,Active
P003539,Clearwater Processing 3539,Marketplace,Utilities,SMB,Active,US,WA,Bellevue,West,Batch File,Direct,Low,Approved,Level 1,2024-05-29,West,1,Utilities,Active
P003540,BluePeak Billing 3540,Marketplace,Professional Services,Enterprise,Active,US,AZ,Tucson,West,SDK,Direct,Medium,Approved,Level 2,2021-02-16,West,1,Professional Services,Active
P003541,Brightpath Checkout 3541,Bank Sponsor,Healthcare,Mid-Market,Active,US,CA,San Jose,West,SDK,Partner-sourced,Low,Pending Review,Level 3,2019-12-23,West,1,Healthcare,Active
P003542,Clearwater Payments 3542,ISV,Retail,SMB,Active,US,PA,Allentown,Northeast,SDK,Direct,Medium,Approved,Level 4,2021-10-28,Northeast,1,Retail,Active
P003543,Harbor Processing 3543,Technology Platform,Nonprofit,SMB,Active,US,CA,San Diego,West,SDK,Direct,High,Approved,Level 4,2017-10-19,West,1,Nonprofit,Active
P003544,Keystone PayWorks 3544,ISV,Retail,Mid-Market,Active,US,NY,Albany,Northeast,SDK,Direct,Low,Pending Review,Level 4,2021-02-04,Northeast,1,Retail,Active
P003545,Riverbend Processing 3545,Financial Institution,Healthcare,Strategic,Active,US,NJ,Newark,Northeast,Batch File,Referral,Low,Pending Review,Level 2,2023-02-27,Northeast,1,Healthcare,Active
P003546,Copper Commerce 3546,ISV,Healthcare,Mid-Market,Active,US,CA,San Francisco,West,API,Direct,High,Approved,Level 1,2025-03-28,West,1,Healthcare,Active
P003547,Clearwater Commerce 3547,Technology Platform,Travel,Enterprise,Active,US,CA,Los Angeles,West,API,Alliance,Medium,Approved,Level 2,2018-04-06,West,1,Travel,Active
P003548,Sunrise PayTech 3548,Marketplace,Retail,SMB,Dormant,US,FL,Fort Lauderdale,South,SFTP,Direct,Low,Approved,Level 1,2024-11-01,South,1,Retail,Dormant
P003549,BluePeak Financial 3549,Gateway,Healthcare,SMB,Active,US,TX,Houston,South,Hosted Checkout,Direct,Low,Approved,Level 1,2017-12-17,South,1,Healthcare,Active
P003550,Cedar Market 3550,Marketplace,Travel,Strategic,Active,US,GA,Atlanta,South,API,Referral,Low,Approved,Level 2,2025-03-01,South,1,Travel,Active
P003551,Prairie Market 3551,Technology Platform,Nonprofit,Enterprise,Active,US,PA,Harrisburg,Northeast,API,Direct,Low,Approved,Level 1,2017-10-22,Northeast,1,Nonprofit,Active
P003552,Summit Commerce 3552,Technology Platform,Gaming,Strategic,Active,US,CA,San Jose,West,Hosted Checkout,Direct,Medium,Approved,Level 1,2020-10-03,West,1,Gaming,Active
P003553,Summit Merchant Services 3553,ISV,Gaming,Enterprise,Active,US,GA,Alpharetta,South,API,Partner-sourced,Medium,Approved,Level 1,2021-09-24,South,1,Gaming,Active
P003554,Harbor Processing 3554,Bank Sponsor,Logistics,SMB,Pilot,US,FL,Tampa,South,API,Direct,Low,Approved,Level 1,2017-11-01,South,1,Logistics,Pilot
P003555,NorthStar Solutions 3555,Merchant Acquirer,Retail,Mid-Market,Active,US,CA,San Diego,West,API,Direct,Low,Approved,Level 3,2022-10-21,West,1,Retail,Active
P003556,Brightpath PayWorks 3556,Marketplace,Retail,Enterprise,Active,US,NC,Greensboro,South,SFTP,Referral,Low,Approved,Level 2,2024-05-06,South,1,Retail,Active
P003557,Keystone Connect 3557,Financial Institution,SaaS,SMB,Active,US,TX,Austin,South,API,Referral,Medium,Pending Review,Level 1,2024-08-29,South,1,SaaS,Active
P003558,Copper Solutions 3558,Merchant Acquirer,Gaming,Strategic,Pilot,US,FL,Fort Lauderdale,South,Batch File,Alliance,High,Approved,Level 2,2022-01-07,South,1,Gaming,Pilot
P003559,Oakstone Checkout 3559,Merchant Acquirer,SaaS,Enterprise,Active,US,CA,Los Angeles,West,API,Direct,Medium,Approved,Level 2,2017-06-30,West,1,SaaS,Active
P003560,Granite Commerce 3560,ISO/Reseller,Fintech,Mid-Market,Pilot,US,FL,Orlando,South,SDK,Direct,Medium,Pending Review,Level 1,2017-12-07,South,1,Fintech,Pilot
P003561,Maple Processing 3561,ISO/Reseller,Gaming,Mid-Market,Active,US,TX,Dallas,South,SFTP,Referral,Medium,Approved,Level 2,2022-08-01,South,1,Gaming,Active
P003562,Copper Connect 3562,Merchant Acquirer,Fintech,SMB,Active,US,MA,Springfield,Northeast,Direct Processor,Referral,Low,Approved,Level 1,2019-07-03,Northeast,1,Fintech,Active
P003563,Evergreen Commerce 3563,ISV,Government,Strategic,Active,US,AZ,Tucson,West,SDK,Direct,Low,Approved,Level 1,2024-12-20,West,1,Government,Active
P003564,Evergreen Payments 3564,Merchant Acquirer,Utilities,SMB,Active,US,NY,New York,Northeast,API,Referral,Medium,Approved,Level 4,2024-08-25,Northeast,1,Utilities,Active
P003565,NorthStar PayWorks 3565,Merchant Acquirer,Retail,SMB,Active,US,FL,Fort Lauderdale,South,API,Direct,High,Approved,Level 3,2023-05-16,South,1,Retail,Active
P003566,Harbor Checkout 3566,Merchant Acquirer,Fintech,Enterprise,Active,US,CO,Aurora,West,SDK,Referral,Low,Approved,Level 4,2023-07-17,West,1,Fintech,Active
P003567,Copper Merchant Services 3567,Merchant Acquirer,Gaming,Mid-Market,Active,US,GA,Atlanta,South,Hosted Checkout,Referral,Medium,Approved,Level 2,2017-04-19,South,1,Gaming,Active
P003568,Brightpath Billing 3568,Marketplace,Retail,SMB,Active,US,WA,Seattle,West,SFTP,Alliance,Low,Approved,Level 2,2022-08-31,West,1,Retail,Active
P003569,Clearwater Financial 3569,Gateway,Logistics,SMB,Active,US,PA,Harrisburg,Northeast,API,Direct,Low,Approved,Level 2,2019-05-16,Northeast,1,Logistics,Active
P003570,Copper Commerce 3570,Technology Platform,Healthcare,Mid-Market,Active,US,NJ,Princeton,Northeast,Hosted Checkout,Alliance,High,Approved,Level 2,2025-04-28,Northeast,1,Healthcare,Active
P003571,Cedar Commerce 3571,ISV,Fintech,SMB,Dormant,US,TX,Plano,South,API,Direct,Low,Approved,Level 2,2022-05-13,South,1,Fintech,Dormant
P003572,Summit Market 3572,Bank Sponsor,Utilities,Enterprise,Active,US,IL,Chicago,Midwest,SDK,Direct,Low,Approved,Level 4,2021-12-31,Midwest,1,Utilities,Active
P003573,Brightpath Payments 3573,Gateway,SaaS,SMB,Active,US,MA,Cambridge,Northeast,Direct Processor,Direct,Low,Approved,Level 2,2019-05-23,Northeast,1,SaaS,Active
P003574,Cedar Market 3574,Merchant Acquirer,Professional Services,SMB,Active,US,MN,Saint Paul,Midwest,API,Direct,High,Expired,Level 3,2019-10-15,Midwest,1,Professional Services,Active
P003575,NorthStar Gateway 3575,ISV,SaaS,SMB,Active,US,NV,Reno,West,SDK,Referral,Low,Approved,Level 4,2022-07-11,West,1,SaaS,Active
P003576,Evergreen Payments 3576,Technology Platform,SaaS,Enterprise,Active,US,NY,New York,Northeast,SDK,Alliance,Low,Approved,Level 1,2023-09-13,Northeast,1,SaaS,Active
P003577,NorthStar Processing 3577,Merchant Acquirer,Gaming,Mid-Market,Active,US,CA,San Francisco,West,API,Direct,High,Approved,Level 2,2021-06-12,West,1,Gaming,Active
P003578,Clearwater PayTech 3578,Technology Platform,Healthcare,Mid-Market,Suspended,US,FL,Fort Lauderdale,South,API,Direct,Medium,Approved,Level 2,2024-09-25,South,1,Healthcare,Suspended
P003579,Silverline Solutions 3579,Technology Platform,Retail,SMB,Dormant,US,OH,Dayton,Midwest,API,Direct,Medium,Approved,Level 3,2024-04-15,Midwest,1,Retail,Dormant
P003580,Evergreen Financial 3580,Marketplace,SaaS,Enterprise,Active,US,FL,Tampa,South,Hosted Checkout,Referral,Medium,Approved,Level 1,2024-01-04,South,1,SaaS,Active
P003581,Prairie Solutions 3581,Marketplace,Education,SMB,Active,US,FL,Orlando,South,API,Referral,Low,Approved,Level 2,2020-04-19,South,1,Education,Active
P003582,BluePeak Connect 3582,ISV,Healthcare,Mid-Market,Active,US,MA,Worcester,Northeast,SDK,Referral,Low,Approved,Level 2,2017-09-11,Northeast,1,Healthcare,Active
P003583,RedRock PayTech 3583,Financial Institution,Education,SMB,Active,US,NY,Buffalo,Northeast,API,Referral,Low,Approved,Level 1,2024-12-20,Northeast,1,Education,Active
P003584,Cedar Market 3584,Gateway,Healthcare,Mid-Market,Pilot,US,NJ,Princeton,Northeast,API,Alliance,High,Approved,Level 4,2017-10-12,Northeast,1,Healthcare,Pilot
P003585,Evergreen Platform 3585,Technology Platform,Hospitality,Mid-Market,Dormant,US,NY,Buffalo,Northeast,API,Referral,Medium,Approved,Level 3,2020-07-23,Northeast,1,Hospitality,Dormant
P003586,Harbor Solutions 3586,Marketplace,Gaming,SMB,Active,US,TX,Plano,South,SDK,Direct,Medium,Approved,Level 3,2020-09-12,South,1,Gaming,Active
P003587,Harbor Solutions 3587,ISO/Reseller,Professional Services,SMB,Suspended,US,FL,Miami,South,Batch File,Alliance,Low,Approved,Level 2,2019-03-25,South,1,Professional Services,Suspended
P003588,Keystone PayWorks 3588,ISO/Reseller,Retail,SMB,Active,US,OH,Dayton,Midwest,API,Alliance,Low,Approved,Level 4,2021-07-15,Midwest,1,Retail,Active
P003589,Sunrise Connect 3589,Marketplace,Gaming,SMB,Active,US,CA,San Diego,West,Hosted Checkout,Referral,Low,Approved,Level 3,2018-03-04,West,1,Gaming,Active
P003590,Prairie Gateway 3590,Marketplace,Fintech,Strategic,Active,US,CA,Sacramento,West,Batch File,Alliance,Low,Approved,Level 1,2020-02-10,West,1,Fintech,Active
P003591,Maple Solutions 3591,ISO/Reseller,SaaS,Mid-Market,Active,US,VA,Norfolk,South,API,Direct,Low,Approved,Level 3,2022-11-04,South,1,SaaS,Active
P003592,Skyline Checkout 3592,Technology Platform,Professional Services,Mid-Market,Pilot,US,CA,San Jose,West,API,Direct,High,Approved,Level 3,2024-07-20,West,1,Professional Services,Pilot
P003593,Oakstone Processing 3593,Merchant Acquirer,Nonprofit,Mid-Market,Active,US,GA,Atlanta,South,API,Referral,Low,Approved,Level 4,2024-02-23,South,1,Nonprofit,Active
P003594,Maple Financial 3594,Marketplace,Nonprofit,Mid-Market,Active,US,GA,Atlanta,South,Direct Processor,Partner-sourced,Low,Approved,Level 3,2017-12-13,South,1,Nonprofit,Active
P003595,Silverline PayWorks 3595,Financial Institution,Gaming,SMB,Active,US,FL,Miami,South,API,Alliance,Medium,Approved,Level 2,2019-12-20,South,1,Gaming,Active
P003596,RedRock Checkout 3596,Technology Platform,Fintech,Mid-Market,Active,US,NC,Durham,South,API,Direct,Medium,Approved,Level 2,2021-05-21,South,1,Fintech,Active
P003597,Oakstone Platform 3597,Financial Institution,SaaS,SMB,Pilot,US,TX,Houston,South,Batch File,Referral,Medium,Approved,Level 1,2024-08-03,South,1,SaaS,Pilot
P003598,Maple Processing 3598,Gateway,SaaS,Mid-Market,Active,US,IL,Springfield,Midwest,Direct Processor,Direct,Low,Approved,Level 2,2022-05-15,Midwest,1,SaaS,Active
P003599,NorthStar Billing 3599,ISV,Utilities,Mid-Market,Suspended,US,NY,Buffalo,Northeast,SFTP,Referral,Low,Approved,Level 3,2018-06-08,Northeast,1,Utilities,Suspended
P003600,Evergreen Processing 3600,Financial Institution,Hospitality,Mid-Market,Active,US,WA,Tacoma,West,Direct Processor,Direct,Low,Approved,Level 2,2021-01-22,West,1,Hospitality,Active
P003601,Brightpath Gateway 3601,Merchant Acquirer,Hospitality,SMB,Dormant,US,CA,San Jose,West,SDK,Direct,Medium,Approved,Level 3,2023-10-15,West,1,Hospitality,Dormant
P003602,RedRock Financial 3602,ISV,SaaS,Mid-Market,Pilot,US,GA,Augusta,South,API,Alliance,Low,Approved,Level 2,2022-07-21,South,1,SaaS,Pilot
P003603,Evergreen Billing 3603,ISO/Reseller,Utilities,Mid-Market,Active,US,CA,San Diego,West,Batch File,Alliance,High,Approved,Level 1,2024-10-02,West,1,Utilities,Active
P003604,Skyline Billing 3604,Technology Platform,Logistics,Mid-Market,Pilot,US,TX,San Antonio,South,API,Referral,Low,Approved,Level 2,2024-09-25,South,1,Logistics,Pilot
P003605,Silverline Billing 3605,ISV,Retail,Mid-Market,Active,US,TX,Houston,South,API,Direct,Medium,Approved,Level 3,2020-02-23,South,1,Retail,Active
